SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,Unit at 18 -40 211th St,Queens,NY,11360,275000,1,1,Bayside,,,,1,,,Active,,,http://www.redfin.com/NY/Bayside/18-65-211th-St-11360/home/170270756,REBNY,DEGI4075559,N,Y,40.780811,-73.7810179
MLS Listing,,Condo/Co-op,4240 Bowne St Unit 1fl,Flushing,NY,11355,299900,1,1,Bowne House,,,1950,3,,,Active,,,http://www.redfin.com/NY/Flushing/42-40-Bowne-St-11355/unit-1fl/home/170268601,MLSLI,3191042,N,Y,40.756144,-73.8213672
MLS Listing,,Single Family Residential,16A Dunne Pl,Brooklyn,NY,11235,299000,3,1,Brooklyn,740,2337,1920,3,404,,Active,,,http://www.redfin.com/NY/Brooklyn/16-Dunne-Pl-11235/unit-A/home/40909189,BNYMLS,435850,N,Y,40.585174,-73.937402
MLS Listing,,Condo/Co-op,70-25 Yellowstone Blvd Unit 14B,Forest Hills,NY,11375,278000,0,1,Gerard Towers,,,1964,3,,,Active,,,http://www.redfin.com/NY/Forest-Hills/7025-Yellowstone-Blvd-11375/unit-14B/home/85822280,MLSLI,3190939,N,Y,40.722153,-73.849255
MLS Listing,,Single Family Residential,84 Mclaughlin St,Staten Island,NY,10305,298000,2,1,South Beach,378,2400,1925,3,788,,Active,,,http://www.redfin.com/NY/Staten-Island/84-McLaughlin-St-10305/home/56107935,SIBORMLS,1134774,N,Y,40.5893477,-74.0731466
MLS Listing,,Condo/Co-op,125-10 Queens Blvd Unit 21-06,Kew Gardens,NY,11415,299000,1,1,Silver Towers,,,1960,3,,,Active,,,http://www.redfin.com/NY/Kew-Gardens/12510-Queens-Blvd-11415/unit-2106/home/21689218,MLSLI,3190815,N,Y,40.7124099,-73.8264399
MLS Listing,,Condo/Co-op,102-35 67th Rd Unit 3M,Forest Hills,NY,11375,299000,1,1,River Gardens,800,,1957,3,374,,Active,,,http://www.redfin.com/NY/Forest-Hills/102-35-67th-Rd-11375/unit-3M/home/21692190,MLSLI,3190777,N,Y,40.7274558,-73.8505206
MLS Listing,,Condo/Co-op,209-15 18 Ave Unit 3K,Bayside,NY,11360,275000,2,1,Bay Terrace,,,1960,4,,,Active,,,http://www.redfin.com/NY/Unknown/209-15-18th-Ave-11360/unit-3K/home/147265122,MLSLI,3190683,N,Y,40.7820858,-73.7844721
MLS Listing,,Condo/Co-op,3875 Waldo Ave Unit 10P,Bronx,NY,10463,280000,1,1,Bronx,900,,1931,4,311,,Active,,,http://www.redfin.com/NY/The-Bronx/3875-Waldo-Ave-10463/unit-10P/home/44766074,HGMLS,6003025,N,Y,40.8890553,-73.9033819
MLS Listing,,Multi-Family (2-4 Unit),518 Mclean Ave,Yonkers,NY,10705,300000,4,2.5,Yonkers,1440,2909,1964,4,208,,Active,,,http://www.redfin.com/NY/Yonkers/518-McLean-Ave-10705/home/20181338,HGMLS,6003012,N,Y,40.912027,-73.881245
MLS Listing,,Condo/Co-op,15054 Melbourne Ave Unit 257A,Flushing,NY,11367,285000,1,1,Flushing,780,,1951,4,365,,Active,,,http://www.redfin.com/NY/Flushing/15054-Melbourne-Ave-11367/unit-257A/home/170241372,BNYMLS,435781,N,Y,40.7337,-73.8182009
