PROPERTY_TYPE,CITY,STATE_OR_PROVINCE,ZIP_OR_POSTAL_CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE_FEET,YEAR_BUILT,URL_(SEE_http://www.redfin.com/buy-a-home/comparative-market-analysis_FOR_INFO_ON_PRICING),LATITUDE,LONGITUDE,AGE,CITY numeric
Condo/Co-op,STATEN ISLAND,NY,10308,275000.0,1.0,1.0,Great Kills,717.0,1975.0,http://www.redfin.com/NY/Staten-Island/30-Fenway-Cir-10308/unit-2-1/home/56032455,40.5565172,-74.1627222,46.0,938
Condo/Co-op,ELMHURST,NY,11373,265000.0,0.0,1.0,First Newtown Tenants Co,1352.9759036144578,1960.0,http://www.redfin.com/NY/Queens/74-02-43rd-Ave-11373/unit-5A/home/169913973,40.7421831,-73.8902084,61.0,628
Condo/Co-op,STATEN ISLAND,NY,10301,269999.0,1.0,1.0,St. George,900.0,1963.0,http://www.redfin.com/NY/Staten-Island/36-Hamilton-Ave-10301/unit-1c/home/160368324,40.6448994,-74.07879969999998,58.0,938
Condo/Co-op,KEW GARDEN HILLS,NY,11367,259999.0,1.0,1.0,Georgetown Mews,850.0,1950.0,http://www.redfin.com/NY/Unknown/67-19-152nd-St-11367/unit-212A/home/147594267,40.733202,-73.81734329999998,71.0,1108
Condo/Co-op,FOREST HILLS,NY,11375,259888.0,1.0,1.0,Station Square Inn,943.4822134387351,1935.0,http://www.redfin.com/NY/Unknown/1-Station-Sq-11375/unit-403/home/109029749,40.7189633,-73.84519399999998,86.0,879
Condo/Co-op,FLUSHING,NY,11355,270000.0,1.0,1.0,Beech Avenue Owners,943.4822134387351,1928.0,http://www.redfin.com/NY/Flushing/147-37-Beech-Ave-11355/unit-1C/home/169829927,40.758726,-73.815218,93.0,608
Single Family Residential,STATEN  ISLAND,NY,10314,274900.0,1.0,1.0,Staten  Island,914.0,1985.0,http://www.redfin.com/NY/Staten-Island/127A-Devon-Loop-10314/home/169817157,40.581227,-74.16027659999997,36.0,970
Condo/Co-op,BRONX,NY,10471,270000.0,1.0,1.0,Riverdale,800.0,1937.0,http://www.redfin.com/NY/The-Bronx/4445-Post-Rd-10471/unit-4A/home/169790056,40.8922286,-73.89827170000002,84.0,393
Condo/Co-op,STATEN ISLAND,NY,10301,259000.0,1.0,1.0,St. George,850.0,1963.0,http://www.redfin.com/NY/Staten-Island/36-Hamilton-Ave-10301/unit-3P/home/77400673,40.6448994,-74.07879969999998,58.0,938
Condo/Co-op,BROOKLYN,NY,11230,269000.0,1.0,1.0,Brooklyn,900.0,1956.0,http://www.redfin.com/NY/Brooklyn/1345-E-4th-St-11230/unit-1C/home/169776292,40.6179041,-73.9713633,65.0,624
Condo/Co-op,KEW GARDENS,NY,11415,275000.0,1.0,1.0,Talbot Apartments,780.0,1931.0,http://www.redfin.com/NY/Jamaica/83-74-Talbot-St-11415/unit-2-E/home/169774167,40.70825,-73.8276,90.0,779
Condo/Co-op,WOODHAVEN,NY,11421,269000.0,2.0,1.0,Forest Park Co-Op,1002.4694280078895,1954.0,http://www.redfin.com/NY/Woodhaven/83-25-98th-St-11421/unit-4M/home/169764914,40.6998602,-73.8515067,67.0,683
Condo/Co-op,BAYSIDE,NY,11360,255000.0,1.0,1.0,Bay Terrace Sec 10,943.4822134387351,1959.0,http://www.redfin.com/NY/Flushing/18-40-211th-St-11360/unit-2E/home/20650308,40.78119210000001,-73.7822842,62.0,513
Condo/Co-op,KEW GARDEN HILLS,NY,11367,260000.0,1.0,1.0,Hyde Park Gardens,550.0,1950.0,http://www.redfin.com/NY/Flushing/69-12-138th-St-11367/unit-B/home/113435618,40.7299523,-73.82896059999999,71.0,1108
Condo/Co-op,BRIARWOOD,NY,11435,259000.0,1.0,1.0,Greenbriar,850.0,1967.0,http://www.redfin.com/NY/Briarwood/8515-Main-St-11435/unit-10K/home/20648609,40.7097879,-73.8188271,54.0,681
Condo/Co-op,BRIARWOOD,NY,11435,255000.0,2.0,1.0,Parkway Village,1002.4694280078895,1947.0,http://www.redfin.com/NY/Jamaica/147-83-Grand-Central-Pkwy-11435/unit-96A/home/160294376,40.7163134,-73.8108199,74.0,681
Condo/Co-op,KEW GARDENS,NY,11415,268000.0,1.0,1.0,Kew Manor,943.4822134387351,1960.0,http://www.redfin.com/NY/Jamaica/131-11-Kew-Gardens-Rd-11418/home/20767252,40.7049799,-73.82146850000002,61.0,779
Single Family Residential,STATEN ISLAND,NY,10312,259000.0,1.0,2.0,Arden Heights,929.0,1996.0,http://www.redfin.com/NY/Staten-Island/362-Ilyssa-Way-10312/home/56024094,40.5599351,-74.18611640000002,25.0,938
Condo/Co-op,FLUSHING,NY,11367,265000.0,1.0,1.0,Regency Garden,700.0,1941.0,http://www.redfin.com/NY/Flushing/141-15-Union-Tpke-11367/unit-20/home/169587829,40.71773,-73.81924690000002,80.0,608
Condo/Co-op,FLORAL PARK,NY,11001,274999.0,1.0,1.0,Flowerview,943.4822134387351,1953.0,http://www.redfin.com/NY/Floral-Park/91-Tulip-Ave-11001/unit-H-C4/home/25715960,40.726013,-73.7060573,68.0,782
Condo/Co-op,STATEN ISLAND,NY,10314,269900.0,1.0,1.0,New Springville,649.0,1983.0,http://www.redfin.com/NY/Staten-Island/2-Elmwood-Park-Dr-10314/unit-607/home/56043025,40.5817146,-74.1617891,38.0,938
Condo/Co-op,BEECHHURST,NY,11357,265888.0,1.0,1.0,Lehavre On The Water,943.4822134387351,1950.0,http://www.redfin.com/NY/Whitestone/162-40-9th-Ave-11357/unit-2C/home/169530272,40.7927628,-73.7982877,71.0,749
Condo/Co-op,QUEENS VILLAGE,NY,11427,260000.0,2.0,1.0,,1002.4694280078895,1950.0,http://www.redfin.com/NY/Queens-Village/214-43-Hillside-Ave-11427/unit-43A/home/169526781,40.7270189,-73.7504166,71.0,1013
Condo/Co-op,BAYSIDE,NY,11360,270000.0,2.0,1.0,Bay Terrace,1002.4694280078895,1959.0,http://www.redfin.com/NY/Bayside/18-50-211th-St-11360/unit-4A/home/20644094,40.78068560000001,-73.7823182,62.0,513
Condo/Co-op,FOREST HILLS,NY,11375,270000.0,1.0,1.0,The New Hampshire,943.4822134387351,1938.0,http://www.redfin.com/NY/Forest-Hills/Undisclosed-address-11375/home/169516926,40.7187507,-73.8391575,83.0,879
Condo/Co-op,QUEENS VILLAGE,NY,11427,269000.0,2.0,1.0,Cambridge Hall,1002.4694280078895,1950.0,http://www.redfin.com/NY/QUEENS-VILLAGE/8035-SPRINGFIELD-BLVD-11427/unit-2N/home/20642235,40.734966,-73.7457,71.0,1013
Condo/Co-op,CORONA,NY,11368,259900.0,1.0,1.0,Calloway Chateau,943.4822134387351,1968.0,http://www.redfin.com/NY/Flushing/59-21-Calloway-St-11368/unit-4J/home/20660036,40.7376186,-73.85628740000001,53.0,450
Condo/Co-op,BROOKLYN,NY,11230,269000.0,1.0,1.0,Co-Op,943.4822134387351,1937.0,http://www.redfin.com/NY/Brooklyn/1710-Avenue-H-11230/home/40842360,40.6299725,-73.95962840000001,84.0,624
Condo/Co-op,JACKSON HEIGHTS,NY,11372,265000.0,1.0,1.0,Evergreen Owners,943.4822134387351,1928.0,http://www.redfin.com/NY/Flushing/37-21-80th-St-11372/unit-1R/home/20662095,40.748924,-73.88575290000001,93.0,1077
Condo/Co-op,FLUSHING,NY,11358,258000.0,1.0,1.0,Utopia Tenants Corp,943.4822134387351,1952.0,http://www.redfin.com/NY/Flushing/37-15-190th-St-11358/unit-2nd-Fl/home/169389122,40.7619919,-73.7916497,69.0,608
Condo/Co-op,FOREST HILLS,NY,11375,275000.0,1.0,1.0,Park Lane North,800.0,1973.0,http://www.redfin.com/NY/Forest-Hills/118-17-Union-Tpke-11375/unit-5L/home/169299801,40.7129779,-73.8345967,48.0,879
Condo/Co-op,FLUSHING,NY,11354,255000.0,1.0,1.0,Linden Hill # 2,780.0,1955.0,http://www.redfin.com/NY/Flushing/2625-Union-St-11354/unit-5G/home/148722544,40.7731482,-73.8259014,66.0,608
Condo/Co-op,HOWARD BEACH,NY,11414,266000.0,2.0,1.0,Lindenwood Gardens,1002.4694280078895,1960.0,http://www.redfin.com/NY/Howard-Beach/80-35-Shore-Pkwy-11414/unit-1/home/169253317,40.6618113,-73.852182,61.0,824
Condo/Co-op,FLUSHING,NY,11367,261000.0,1.0,1.0,Georgetown Mews,735.0,1955.0,http://www.redfin.com/NY/Flushing/70-6-Kissena-Blvd-11367/unit-117A/home/63686812,40.731072,-73.817136,66.0,608
Condo/Co-op,FLUSHING,NY,11358,255000.0,1.0,1.0,Utopia Tenant,943.4822134387351,1952.0,http://www.redfin.com/NY/Flushing/189-23-39th-Ave-11358/unit-119/home/20628569,40.7618057,-73.7922901,69.0,608
Condo/Co-op,BRONX,NY,10463,255000.0,1.0,1.0,Riverdale,900.0,1960.0,http://www.redfin.com/NY/The-Bronx/2750-Johnson-Ave-10463/unit-4A/home/44800696,40.8801731,-73.91173,61.0,393
Condo/Co-op,E. ELMHURST,NY,11369,259000.0,1.0,1.0,Northridge Sect 3,943.4822134387351,1952.0,http://www.redfin.com/NY/East-Elmhurst/32-40-89th-St-11369/unit-110/home/169106604,40.7570441,-73.879286,69.0,775
Condo/Co-op,JACKSON HEIGHTS,NY,11372,259000.0,0.0,1.0,Historic,500.0,1939.0,http://www.redfin.com/NY/Jackson-Heights/78-11-35th-Ave-11372/unit-1H/home/160496475,40.75162529999999,-73.8878934,82.0,1077
Condo/Co-op,BAYSIDE,NY,11364,259000.0,1.0,1.0,Windsor Park,800.0,1955.0,http://www.redfin.com/NY/Oakland-Gardens/213-05-75th-Ave-11364/unit-3N/home/169080144,40.7385563,-73.75876140000003,66.0,513
Condo/Co-op,BROOKLYN,NY,11235,272000.0,2.0,1.0,Brooklyn,900.0,1953.0,http://www.redfin.com/NY/Brooklyn/2461-E-29th-St-11235/unit-5F/home/169072940,40.5920037,-73.94103340000002,68.0,624
Condo/Co-op,E. ELMHURST,NY,11369,255000.0,1.0,1.0,Northridge,943.4822134387351,1952.0,http://www.redfin.com/NY/East-Elmhurst/3240-89th-St-11369/unit-610/home/21961701,40.7583699,-73.87924,69.0,775
Condo/Co-op,KEW GARDEN HILLS,NY,11367,258000.0,1.0,1.0,Hyde Park Gardens,943.4822134387351,1950.0,http://www.redfin.com/NY/Flushing/69-17-136th-St-11367/unit-B/home/168949962,40.7294794,-73.82969229999998,71.0,1108
Condo/Co-op,CORONA,NY,11368,262500.0,1.0,1.0,Corona Plaza Condo,505.0,2004.0,http://www.redfin.com/NY/Corona/102-14-Lewis-Ave-11368/unit-5J/home/20645667,40.74095,-73.8581449,17.0,450
Condo/Co-op,BRONX,NY,10463,259000.0,2.0,1.0,Riverdale,1000.0,1960.0,http://www.redfin.com/NY/Bronx/3935-Blackstone-AVE-10463/unit-2J/home/168929466,40.8803247,-73.90952790000001,61.0,393
Condo/Co-op,FLORAL PARK,NY,11005,259000.0,1.0,1.0,North Shore Towers,640.0,1975.0,http://www.redfin.com/NY/Floral-Park/27010-Grand-Central-PKWY-11005/unit-10-U/home/168865854,40.7568752,-73.7110078,46.0,782
Condo/Co-op,KEW GARDENS,NY,11415,264000.0,1.0,1.0,Forest & Gardens,750.0,1954.0,http://www.redfin.com/NY/Kew-Gardens/118-60-Metropolitan-Ave-11415/unit-3F/home/20632528,40.7063509,-73.833106,67.0,779
Condo/Co-op,KEW GARDEN HILLS,NY,11367,255000.0,1.0,1.0,Regency Gardens,943.4822134387351,1941.0,http://www.redfin.com/NY/Flushing/141-17-79th-Ave-11367/unit-2P/home/28684271,40.7185385,-73.8191136,80.0,1108
Single Family Residential,STATEN ISLAND,NY,10306,275000.0,1.0,1.0,Oakwood - New Dorp Beach,420.0,1930.0,http://www.redfin.com/NY/Staten-Island/39-Milbank-Rd-10306/home/56114704,40.5609989,-74.102076,91.0,938
Condo/Co-op,REGO PARK,NY,11374,265000.0,1.0,1.0,Park City Estates,943.4822134387351,1960.0,http://www.redfin.com/NY/Rego-Park/61-45-98th-St-11374/unit-12L/home/20627329,40.7337233,-73.85877940000002,61.0,635
Condo/Co-op,BRONX,NY,10463,265000.0,2.0,1.0,Riverdale,800.0,1960.0,http://www.redfin.com/NY/The-Bronx/3840-Greystone-Ave-10463/unit-BO/home/44766482,40.8883114,-73.90452940000002,61.0,393
Condo/Co-op,FOREST HILLS,NY,11375,275000.0,1.0,1.0,River Garden Potomac,790.0,1952.0,http://www.redfin.com/NY/Forest-Hills/102-55-67th-Rd-11375/unit-6V/home/21689358,40.7276567,-73.84984449999997,69.0,879
Condo/Co-op,BRONX,NY,10463,269500.0,1.0,1.0,Riverdale,875.0,1965.0,http://www.redfin.com/NY/Bronx/3333-Henry-Hudson-Pkwy-10463/unit-23P/home/147614115,40.8855625,-73.9143965,56.0,393
Condo/Co-op,REGO PARK,NY,11374,259000.0,1.0,1.0,Anita Terrace,943.4822134387351,1952.0,http://www.redfin.com/NY/Rego-Park/99-60-63rd-Rd-11374/unit-3O/home/20659467,40.7325144,-73.85463309999999,69.0,635
Condo/Co-op,QUEENS VILLAGE,NY,11427,275000.0,3.0,1.0,Bell Park Manor,1498.909090909091,1950.0,http://www.redfin.com/NY/Queens-Village/225-29-Hillside-Ave-11427/Lowr/home/40417890,40.7322429,-73.7418309,71.0,1013
Condo/Co-op,BRONX,NY,10463,259000.0,1.0,1.0,Bronx,864.0,1956.0,http://www.redfin.com/NY/The-Bronx/180-Van-Cortlandt-Park-S-10463/unit-5K/home/168402107,40.886021,-73.899405,65.0,393
Condo/Co-op,BAYSIDE,NY,11360,268888.0,2.0,1.0,Section X,1002.4694280078895,1960.0,http://www.redfin.com/NY/Flushing/18-40-211th-St-11360/unit-5H/home/21453304,40.78119210000001,-73.7822842,61.0,513
Condo/Co-op,FLUSHING,NY,11354,258000.0,1.0,1.0,Linden Tower 5,750.0,1955.0,http://www.redfin.com/NY/Flushing/29-10-137th-St-11354/unit-2H/home/21691515,40.7712644,-73.8318272,66.0,608
Condo/Co-op,BAYSIDE,NY,11360,275000.0,2.0,1.0,Bay Terrance,1002.4694280078895,1962.0,http://www.redfin.com/NY/Bayside/209-80-18th-Ave-11360/unit-1H/home/167182916,40.78186270000001,-73.7823871,59.0,513
Condo/Co-op,FOREST HILLS,NY,11375,268800.0,1.0,1.0,The Euclid,700.0,1955.0,http://www.redfin.com/NY/Forest-Hills/72-10-112th-St-11375/unit-4A/home/20642709,40.7212241,-73.8387321,66.0,879
Condo/Co-op,WOODHAVEN,NY,11421,274999.0,2.0,1.0,Forest Park,1002.4694280078895,1954.0,http://www.redfin.com/NY/Woodhaven/8320-98th-St-11421/unit-5M/home/167112646,40.6993852,-73.8517383,67.0,683
Condo/Co-op,MANHATTAN,NY,10029,275000.0,2.0,1.0,Harlem,1002.4694280078895,1920.0,http://www.redfin.com/NY/New-York/129-E-102nd-St-10029/unit-5D/home/167083956,40.7898734,-73.9483415,101.0,668
Condo/Co-op,E. ELMHURST,NY,11369,269000.0,1.0,1.0,Northridge 3,750.0,1952.0,http://www.redfin.com/NY/East-Elmhurst/3225-88th-St-11369/unit-607/home/77446805,40.7582699,-73.88015990000002,69.0,775
Condo/Co-op,BAYSIDE,NY,11364,259000.0,1.0,1.0,Windsor Park,943.4822134387351,1955.0,http://www.redfin.com/NY/Oakland-Gardens/211-01-75th-Ave-11364/unit-2K/home/20631332,40.7379992,-73.7614191,66.0,513
Condo/Co-op,BRONX,NY,10468,265000.0,2.0,1.5,Bronx,950.0,1950.0,http://www.redfin.com/NY/Bronx/8-Fordham-Hill-Oval-10468/unit-14b/home/112957170,40.8643305,-73.90751879999998,71.0,393
Condo/Co-op,BAYSIDE,NY,11360,265000.0,2.0,1.0,Bay Terrace Section 10,1002.4694280078895,1959.0,http://www.redfin.com/NY/Flushing/18-40-211th-St-11360/unit-3F/home/166056181,40.78119210000001,-73.7822842,62.0,513
Single Family Residential,STATEN ISLAND,NY,10306,254900.0,1.0,1.0,Midland Beach,395.0,1931.0,http://www.redfin.com/NY/Staten-Island/416-Hamden-Ave-10306/home/56131624,40.5766459,-74.0965698,90.0,938
Condo/Co-op,STATEN ISLAND,NY,10301,275000.0,1.0,1.0,St. George,900.0,1964.0,http://www.redfin.com/NY/Staten-Island/36-Hamilton-Ave-10301/unit-5m/home/160630847,40.6448994,-74.07879969999998,57.0,938
Condo/Co-op,FLUSHING,NY,11354,255000.0,1.0,1.0,Linden Hill 2,943.4822134387351,1952.0,http://www.redfin.com/NY/Flushing/28-02-Parsons-Blvd-11354/unit-6G/home/20622411,40.7729922,-73.8249376,69.0,608
Condo/Co-op,BROOKLYN,NY,11230,265000.0,1.0,1.0,Brooklyn,625.0,1963.0,http://www.redfin.com/NY/Brooklyn/1530-E-8th-St-11230/unit-7N/home/148731542,40.611314,-73.9658306,58.0,624
Condo/Co-op,BRONX,NY,10468,254900.0,2.0,1.5,Bronx,950.0,1950.0,http://www.redfin.com/NY/The-Bronx/9-Fordham-Hill-Oval-10468/unit-17F/home/44766540,40.86409,-73.907875,71.0,393
Single Family Residential,BRONX,NY,10465,259000.0,1.0,1.0,Bronx,593.0,1940.0,http://www.redfin.com/NY/The-Bronx/3271A-Barkley-Ave-10465/home/163362595,40.834219,-73.81774899999998,81.0,393
Condo/Co-op,BROOKLYN,NY,11223,258888.0,1.0,1.0,Sheepshead Bay,850.0,1962.0,http://www.redfin.com/NY/Brooklyn/735-Avenue-W-11223/unit-6D/home/143866651,40.593911,-73.96221899999998,59.0,624
Condo/Co-op,CORONA,NY,11368,270000.0,1.0,1.0,Flushing,525.0,2004.0,http://www.redfin.com/NY/Corona/Undisclosed-address-11368/home/20647574,40.74095,-73.8581449,17.0,450
Condo/Co-op,REGO PARK,NY,11374,260000.0,0.0,1.0,Rego Park,520.0,1951.0,http://www.redfin.com/NY/Rego-Park/9963-66th-Ave-11374/unit-B10/home/40222262,40.7291899,-73.85217,70.0,635
Condo/Co-op,FLUSHING,NY,11355,299900.0,1.0,1.0,Bowne House,943.4822134387351,1950.0,http://www.redfin.com/NY/Flushing/42-40-Bowne-St-11355/unit-1fl/home/170268601,40.756144,-73.8213672,71.0,608
Single Family Residential,BROOKLYN,NY,11235,299000.0,3.0,1.0,Brooklyn,740.0,1920.0,http://www.redfin.com/NY/Brooklyn/16-Dunne-Pl-11235/unit-A/home/40909189,40.585174,-73.937402,101.0,624
Condo/Co-op,FOREST HILLS,NY,11375,278000.0,0.0,1.0,Gerard Towers,1352.9759036144578,1964.0,http://www.redfin.com/NY/Forest-Hills/7025-Yellowstone-Blvd-11375/unit-14B/home/85822280,40.72215300000001,-73.849255,57.0,879
Single Family Residential,STATEN ISLAND,NY,10305,298000.0,2.0,1.0,South Beach,378.0,1925.0,http://www.redfin.com/NY/Staten-Island/84-McLaughlin-St-10305/home/56107935,40.58934770000001,-74.07314659999999,96.0,938
Condo/Co-op,KEW GARDENS,NY,11415,299000.0,1.0,1.0,Silver Towers,943.4822134387351,1960.0,http://www.redfin.com/NY/Kew-Gardens/12510-Queens-Blvd-11415/unit-2106/home/21689218,40.7124099,-73.82643990000003,61.0,779
Condo/Co-op,FOREST HILLS,NY,11375,299000.0,1.0,1.0,River Gardens,800.0,1957.0,http://www.redfin.com/NY/Forest-Hills/102-35-67th-Rd-11375/unit-3M/home/21692190,40.7274558,-73.8505206,64.0,879
Condo/Co-op,BRONX,NY,10463,280000.0,1.0,1.0,Bronx,900.0,1931.0,http://www.redfin.com/NY/The-Bronx/3875-Waldo-Ave-10463/unit-10P/home/44766074,40.8890553,-73.9033819,90.0,393
Multi-Family (2-4 Unit),YONKERS,NY,10705,300000.0,4.0,2.5,Yonkers,1440.0,1964.0,http://www.redfin.com/NY/Yonkers/518-McLean-Ave-10705/home/20181338,40.912027,-73.88124499999998,57.0,555
Condo/Co-op,FLUSHING,NY,11367,285000.0,1.0,1.0,Flushing,780.0,1951.0,http://www.redfin.com/NY/Flushing/15054-Melbourne-Ave-11367/unit-257A/home/170241372,40.7337,-73.81820090000002,70.0,608
Condo/Co-op,BEECHHURST,NY,11357,295000.0,1.0,1.0,Lehavre On The Water,943.4822134387351,1954.0,http://www.redfin.com/NY/Whitestone/162-40-9th-Ave-11357/unit-9C/home/20625640,40.7927628,-73.7982877,67.0,749
Multi-Family (2-4 Unit),YONKERS,NY,10705,300000.0,4.0,2.5,Yonkers,1440.0,1964.0,http://www.redfin.com/NY/Yonkers/520-McLean-Ave-10705/home/20181637,40.912095,-73.88118,57.0,555
Condo/Co-op,BRONX,NY,10451,295000.0,1.0,1.0,Bronx,943.4822134387351,1963.0,http://www.redfin.com/NY/The-Bronx/1020-Grand-Concourse-10451/unit-18X/home/44801221,40.8301176,-73.92026369999998,58.0,393
Condo/Co-op,ELMHURST,NY,11373,280000.0,1.0,1.0,Northridge Sect 2,943.4822134387351,1952.0,http://www.redfin.com/NY/Elmhurst/3225-90th-ST-11373/unit-310/home/170226815,40.737975,-73.8801301,69.0,628
Single Family Residential,STATEN ISLAND,NY,10308,289000.0,1.0,1.0,Great Kills,693.0,1984.0,http://www.redfin.com/NY/Staten-Island/4199A-Amboy-Rd-10308/unit-5B/home/56096607,40.5481699,-74.1564175,37.0,938
Condo/Co-op,BRONX,NY,10473,299000.0,2.0,1.0,Bronx,900.0,1962.0,http://www.redfin.com/NY/The-Bronx/880-Boynton-Ave-10473/unit-4K/home/59301928,40.8214086,-73.87594969999998,59.0,393
Condo/Co-op,STATEN ISLAND,NY,10306,299000.0,2.0,1.0,Grant City,878.0,1965.0,http://www.redfin.com/NY/Staten-Island/145-Lincoln-Ave-10306/unit-7T/home/56075851,40.579062,-74.1076165,56.0,938
Condo/Co-op,BRONX,NY,10473,299000.0,2.0,1.0,Bronx,900.0,1962.0,http://www.redfin.com/NY/The-Bronx/875-Morrison-Ave-10473/unit-3F/home/59301812,40.8216704,-73.873469,59.0,393
Condo/Co-op,STATEN ISLAND,NY,10301,285000.0,1.0,1.0,Clove Lake,800.0,1968.0,http://www.redfin.com/NY/Staten-Island/1100-Clove-Rd-10301/unit-10E/home/77420551,40.6189484,-74.1071576,53.0,938
Condo/Co-op,BRONX,NY,10473,299000.0,2.0,1.0,Bronx,900.0,1962.0,http://www.redfin.com/NY/The-Bronx/880-Boynton-Ave-10473/unit-9E/home/59302086,40.8214086,-73.87594969999998,59.0,393
Condo/Co-op,BRONX,NY,10473,299000.0,2.0,1.0,Bronx,900.0,1962.0,http://www.redfin.com/NY/The-Bronx/820-Boynton-Ave-10473/unit-9G/home/59302047,40.8203107,-73.8756463,59.0,393
Condo/Co-op,BRONX,NY,10473,299000.0,2.0,1.0,Bronx,900.0,1962.0,http://www.redfin.com/NY/The-Bronx/875-Morrison-Ave-10473/unit-18C/home/59302251,40.8216704,-73.873469,59.0,393
Condo/Co-op,BEECHHURST,NY,11357,279000.0,1.0,1.0,Le-Harve On The Water,943.4822134387351,1958.0,http://www.redfin.com/NY/Flushing/167-05-12th-Ave-11357/unit-7D/home/144517221,40.791758,-73.796695,63.0,749
Condo/Co-op,BROOKLYN,NY,11209,278000.0,1.0,1.0,Brooklyn,750.0,1926.0,http://www.redfin.com/NY/Brooklyn/10104-4th-Ave-11209/unit-1D/home/40672317,40.6123655,-74.03448730000002,95.0,624
Single Family Residential,MOUNT VERNON,NY,10550,300000.0,4.0,3.0,Mount Vernon,1800.0,1910.0,http://www.redfin.com/NY/Mt-Vernon/66-Washington-Blvd-10550/home/20212473,40.89311179999999,-73.8295693,111.0,907
Condo/Co-op,WOODHAVEN,NY,11421,293000.0,2.0,1.0,Hudson,1002.4694280078895,1954.0,http://www.redfin.com/NY/Woodhaven/83-77-Woodhaven-Blvd-11421/unit-4K/home/148540526,40.6992759,-73.85269840000002,67.0,683
Condo/Co-op,REGO PARK,NY,11374,290000.0,1.0,1.0,Park City Estates,943.4822134387351,1960.0,http://www.redfin.com/NY/Flushing/61-15-98th-St-11374/unit-15L/home/170214357,40.7346339,-73.86023840000001,61.0,635
Condo/Co-op,WOODHAVEN,NY,11421,279900.0,2.0,1.0,Forest Park Coops,1002.4694280078895,1955.0,http://www.redfin.com/NY/Woodhaven/83-30-98th-St-11421/unit-5A/home/170206087,40.6993567,-73.85068759999999,66.0,683
Condo/Co-op,DOUGLASTON,NY,11362,279900.0,1.0,1.0,Manor House,943.4822134387351,1964.0,http://www.redfin.com/NY/Douglaston/24120-Northern-BLVD-11363/unit-5P/home/163741077,40.7640151,-73.74337270000002,57.0,768
Condo/Co-op,STATEN ISLAND,NY,10314,299900.0,1.0,1.0,New Springville,753.0,1981.0,http://www.redfin.com/NY/Staten-Island/11-Windham-Loop-10314/unit-4JJ/home/56082354,40.5779054,-74.1622904,40.0,938
Condo/Co-op,BAYSIDE,NY,11364,280000.0,1.0,1.0,Windsor Park,943.4822134387351,1955.0,http://www.redfin.com/NY/Oakland-Gardens/75-08-Bell-Blvd-11364/unit-4L/home/170195217,40.7382817,-73.75753409999999,66.0,513
Condo/Co-op,BEECHHURST,NY,11357,298888.0,1.0,1.0,Le Havre On The Water,943.4822134387351,1953.0,http://www.redfin.com/NY/Flushing/11-01-162nd-St-11357/unit-7B/home/170194139,40.7916391,-73.7996514,68.0,749
Condo/Co-op,FLORAL PARK,NY,11005,299000.0,1.0,1.0,North Shore Towers,830.0,1975.0,http://www.redfin.com/NY/Queens/271-10-Grand-Central-Pkwy-11005/unit-2Y/home/20637894,40.7574839,-73.7138635,46.0,782
Condo/Co-op,FLUSHING,NY,11354,288000.0,2.0,1.0,Nb Owners Corp,1002.4694280078895,1950.0,http://www.redfin.com/NY/Flushing/139-50-35th-Ave-11354/unit-7F/home/21955283,40.765021,-73.825585,71.0,608
Condo/Co-op,BAYSIDE,NY,11360,279000.0,1.0,1.0,Bay Terrace Gardens,943.4822134387351,1953.0,http://www.redfin.com/NY/Bayside/14-96-212th-St-11360/Lowr/home/50259751,40.7855723,-73.7819528,68.0,513
Condo/Co-op,BRONX,NY,10463,284900.0,1.0,1.0,Riverdale,900.0,1961.0,http://www.redfin.com/NY/The-Bronx/601-Kappock-St-10463/unit-3M/home/44755455,40.8789773,-73.916004,60.0,393
Condo/Co-op,BROOKLYN,NY,11230,279000.0,1.0,1.0,Brooklyn,690.0,1963.0,http://www.redfin.com/NY/Brooklyn/1530-E-8th-St-11230/unit-3K/home/170164125,40.6113352,-73.9658108,58.0,624
Condo/Co-op,FLUSHING,NY,11354,295000.0,1.0,1.0,Murray Hill,943.4822134387351,1955.0,http://www.redfin.com/NY/Flushing/38-15-149th-St-11354/unit-L1/home/170157635,40.763716,-73.816271,66.0,608
Condo/Co-op,BROOKLYN,NY,11229,299000.0,3.0,1.0,Brooklyn,1100.0,1951.0,http://www.redfin.com/NY/Brooklyn/2209-Knapp-St-11229/unit-4F/home/40654678,40.5992244,-73.93363769999998,70.0,624
Condo/Co-op,KEW GARDEN HILLS,NY,11367,298000.0,1.0,1.0,Dara Gardens,780.0,1952.0,http://www.redfin.com/NY/Flushing/150-40-71st-Ave-11367/unit-4L/home/20627673,40.7292716,-73.81674170000002,69.0,1108
Single Family Residential,STATEN ISLAND,NY,10303,299000.0,3.0,2.0,Mariners Harbor,1040.0,1989.0,http://www.redfin.com/NY/Staten-Island/292-Lockman-Ave-10303/home/56115881,40.629741,-74.161989,32.0,938
Condo/Co-op,KEW GARDENS,NY,11415,279000.0,1.0,1.0,Kew Terrace,943.4822134387351,1923.0,http://www.redfin.com/NY/Kew-Gardens/117-14-Union-Tpke-11415/unit-BE2/home/20637727,40.7114417,-73.83524399999997,98.0,779
Condo/Co-op,KEW GARDENS,NY,11415,280000.0,1.0,1.0,Beverly House,800.0,1940.0,http://www.redfin.com/NY/Kew-Gardens/84-51-Beverly-Rd-11415/unit-4E/home/20629058,40.7074953,-73.8294945,81.0,779
