SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Multi-Family (2-4 Unit),205 61st St,Brooklyn,NY,11220,2449999,8,4,Brooklyn,,2290,1923,1,,,Active,,,http://www.redfin.com/NY/Brooklyn/205-61st-St-11220/home/40809738,MLSLI,3191522,N,Y,40.6429232,-74.0229861
MLS Listing,,Condo/Co-op,790 Riverside Dr Unit 10G,New York,NY,10032,2500000,3,3,Washington Heights,,,1910,1,,,Active,,,http://www.redfin.com/NY/New-York/790-Riverside-Dr-10032/home/53327526,REBNY,UCOM1219583,N,Y,40.834716,-73.9481517
MLS Listing,,Condo/Co-op,265 State St #1209,Brooklyn,NY,11201,2250000,3,2,Boerum Hill,1553,,2014,1,1449,,Active,,,http://www.redfin.com/NY/Brooklyn/265-State-St-11201/home/113655038,REBNY,DEGI4068623,N,Y,40.6892122,-73.9882785
MLS Listing,,Multi-Family (2-4 Unit),7505 3 Ave,Brooklyn,NY,11209,2330000,6,2,Brooklyn,,2000,,3,,,Active,,,http://www.redfin.com/NY/Brooklyn/7505-3rd-Ave-11209/home/170269608,BNYMLS,435860,N,Y,40.6311503,-74.027605
MLS Listing,,Condo/Co-op,825 W End Ave Unit 15A,New York,NY,10025,2500000,3,3,New York,2102,,1928,3,1189,,Active,,,http://www.redfin.com/NY/New-York/825-W-End-Ave-10025/unit-15A/home/45305136,HGMLS,6003490,N,Y,40.7982764,-73.971662
MLS Listing,,Single Family Residential,440 Greene Ave,Brooklyn,NY,11216,2400000,5,3,Bedford Stuyvesant,3000,,,3,800,,Active,,,http://www.redfin.com/NY/Brooklyn/440-Greene-Ave-11216/home/40726326,REBNY,HALS20014928,N,Y,40.687934,-73.9530879
MLS Listing,,Single Family Residential,512 Parsons Blvd,Malba,NY,11357,2250000,4,3.5,Whitestone,3000,9165,2018,3,750,,Active,,,http://www.redfin.com/NY/WHITESTONE/512-PARSONS-BLVD-11357/home/23142696,MLSLI,3190989,N,Y,40.793442,-73.825661
MLS Listing,,Condo/Co-op,37 Riverside Dr Unit 5B,New York,NY,10023,2250000,3,2.5,Upper West Side,1721,,1925,3,1307,,Active,,,http://www.redfin.com/NY/New-York/37-Riverside-Dr-10023/home/170248054,REBNY,UCOM1865227,N,Y,40.7828774,-73.9842196
MLS Listing,,Condo/Co-op,440 Kent Ave Ph 2C,Brooklyn,NY,11249,2250000,3,2.5,Williamsburg,1690,,2005,3,1331,,Active,,,http://www.redfin.com/NY/Brooklyn/440-Kent-Ave-11249/home/40655761,REBNY,UCOM204192,N,Y,40.7092689,-73.969376
MLS Listing,,Condo/Co-op,300 E 59th St #3304,New York,NY,10022,2255000,3,2,Middle East Side,2000,,1974,4,1128,,Active,,,http://www.redfin.com/NY/New-York/300-E-59th-St-10022/home/53324180,REBNY,BHSR20013656,N,Y,40.7602859,-73.9640752
MLS Listing,,Multi-Family (2-4 Unit),1153 59 St,Brooklyn,NY,11219,2300000,12,7,Brooklyn,3200,2504,,4,719,,Active,,,http://www.redfin.com/NY/Brooklyn/1153-59th-St-11219/home/40807051,BNYMLS,435820,N,Y,40.6314242,-74.0008394
MLS Listing,,Multi-Family (2-4 Unit),1223 67 St,Brooklyn,NY,11219,2388000,6,3.5,Brooklyn,,4000,1910,6,,,Active,,,http://www.redfin.com/NY/Brooklyn/1223-67th-St-11219/home/40808721,BNYMLS,435715,N,Y,40.6259167,-74.0042825
MLS Listing,,Multi-Family (2-4 Unit),869 52 St,Brooklyn,NY,11220,2288000,8,6,Brooklyn,,2003,1990,7,,,Active,,,http://www.redfin.com/NY/Brooklyn/869-52nd-St-11220/home/40805096,MLSLI,3189760,N,Y,40.6391334,-74.0029522
MLS Listing,,Townhouse,203 Halsey St,Brooklyn,NY,11216,2399000,7,6,Bedford Stuyvesant,,,,7,,,Active,,,http://www.redfin.com/NY/Brooklyn/203-Halsey-St-11216/home/40728802,REBNY,HALS19970868,N,Y,40.682559,-73.945122
