SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Townhouse,60-64 71 St,Maspeth,NY,11378,789000,3,2,Maspeth,,1800,1945,1,,,Active,January-19-2020 12:00 PM,January-19-2020 04:00 PM,http://www.redfin.com/NY/Flushing/60-64-71st-St-11378/home/20902788,MLSLI,3191399,N,Y,40.721693,-73.887891
MLS Listing,,Condo/Co-op,2012 Jerome Ave Unit 1B,Brooklyn,NY,11235,789000,3,2,Brooklyn,1221,,2006,1,646,,Active,,,http://www.redfin.com/NY/Brooklyn/2012-Jerome-Ave-11235/unit-1B/home/40646034,BNYMLS,435879,N,Y,40.5880109,-73.9487867
MLS Listing,,Condo/Co-op,107-40 Queens Blvd Unit 7BC,Forest Hills,NY,11375,788000,3,3,Lane Towers,1400,,1965,1,563,,Active,,,http://www.redfin.com/NY/Unknown/10740-Queens-Blvd-11375/unit-7Bc/home/144516504,MLSLI,3191231,N,Y,40.7212937,-73.8450003
MLS Listing,,Condo/Co-op,25-40 Shore Blvd Unit 4 F,Astoria,NY,11102,775000,2,2,Shore Towers,,,,2,,595,Active,,,http://www.redfin.com/NY/Astoria/2540-Shore-Blvd-11105/unit-4F/home/20947771,MLSLI,3191165,N,Y,40.776074,-73.929051
MLS Listing,,Condo/Co-op,140-55 34th Ave,Flushing,NY,11354,788000,2,2,Condo,1300,41742,1967,2,606,570,Active,,,http://www.redfin.com/NY/Flushing/14055-34th-Ave-11354/home/20665428,MLSLI,3191081,N,Y,40.7671775,-73.8253832
MLS Listing,,Townhouse,523 Eldert Ln,Brooklyn,NY,11208,778000,3,2,Brooklyn,,1834,1920,3,,,Active,,,http://www.redfin.com/NY/Brooklyn/523-Eldert-Ln-11208/home/40764910,MLSLI,3190798,N,Y,40.678188,-73.864683
MLS Listing,,Condo/Co-op,Unit at 35 Mount Morris Park W,New York,NY,10027,799000,2,1,Mt. Morris Park,,,,4,,,Active,,,http://www.redfin.com/NY/New-York/35-Mount-Morris-Park-W-10027/home/170247539,REBNY,UCOM1865266,N,Y,40.806339,-73.944768
MLS Listing,,Single Family Residential,1412 East 71 St,New York,NY,11234,779000,3,2.25,New York,1504,2400,1984,4,518,,Active,,,http://www.redfin.com/NY/Brooklyn/1412-E-71st-St-11234/home/40898414,BNYMLS,435828,N,Y,40.6225282,-73.9108254
MLS Listing,,Condo/Co-op,Unit at 24 -65 38th St,Queens,NY,11103,799000,2,2,Astoria,,,,4,,,Active,,,http://www.redfin.com/NY/Long-Island-City/24-56-38th-St-11103/home/167187509,REBNY,CORC5962387,N,Y,40.7682962,-73.9127791
MLS Listing,,Condo/Co-op,45-16 83rd St Unit E-7J,Elmhurst,NY,11373,758000,2,2,Elmhurst Plaza,1072,,2019,4,707,533,Active,,,http://www.redfin.com/NY/Elmhurst/4516-83rd-St-11373/unit-E-7J/home/170241146,MLSLI,3190586,N,Y,40.7413468,-73.8816693
MLS Listing,,Single Family Residential,47 Callahan Ln,Staten Island,NY,10307,799999,3,4,Tottenville,2350,4000,2001,5,340,125,Active,,,http://www.redfin.com/NY/Staten-Island/47-Callahan-Ln-10307/home/56132413,SIBORMLS,1134701,N,Y,40.5063668,-74.230703
MLS Listing,,Single Family Residential,164-29 73rd Ave,Flushing,NY,11366,750000,3,1.5,Flushing,,1800,1940,6,,,Active,,,http://www.redfin.com/NY/Flushing/164-29-73rd-Ave-11366/home/20816649,MLSLI,3190068,N,Y,40.728156,-73.803894
