SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Multi-Family (2-4 Unit),2745 Miles Ave,Bronx,NY,10465,749000,4,2,Bronx,2052,2800,1960,1,365,,Active,,,http://www.redfin.com/NY/The-Bronx/2745-Miles-Ave-10465/home/44604951,HGMLS,6002251,N,Y,40.8172623,-73.8225964
MLS Listing,,Single Family Residential,614 Drumgoole Rd E,Staten Island,NY,10312,749900,4,1,Annandale,1379,8000,1960,1,544,,Active,,,http://www.redfin.com/NY/Staten-Island/614-Drumgoole-Rd-E-10312/home/92333711,SIBORMLS,1134797,N,Y,40.5462461,-74.1803499
MLS Listing,,Multi-Family (2-4 Unit),3842 Flatlands Ave,Brooklyn,NY,11234,749000,4,3.5,Brooklyn,2600,2000,1931,3,288,,Active,,,http://www.redfin.com/NY/Brooklyn/3842-Flatlands-Ave-11234/home/170268309,BNYMLS,435833,N,Y,40.6195023,-73.9376469
MLS Listing,,Multi-Family (2-4 Unit),191-47 115th Ave,Jamaica,NY,11412,729000,4,3,Jamaica,,3000,1920,3,,,Active,,,http://www.redfin.com/NY/Jamaica/191-47-115th-Ave-11412/home/20741542,MLSLI,3190883,N,Y,40.69656,-73.760097
MLS Listing,,Multi-Family (2-4 Unit),,Staten  Island,NY,10301,709000,7,2,,1748,2500,1920,4,406,,Active,,,http://www.redfin.com/NY/Staten-Island/Undisclosed-address-10301/home/161123663,BNYMLS,435779,N,Y,40.6274394,-74.0946311
MLS Listing,,Townhouse,318 Jewett Ave,Staten Island,NY,10302,749000,6,2,Port Richmond,4372,7500,1910,5,171,,Active,,,http://www.redfin.com/NY/Staten-Island/318-Jewett-Ave-10302/home/56107753,SIBORMLS,1134720,N,Y,40.6292455,-74.1307171
MLS Listing,,Multi-Family (2-4 Unit),1832 Hering Ave,Bronx,NY,10461,729000,6,2.5,Bronx,2495,,1933,5,292,,Active,,,http://www.redfin.com/NY/The-Bronx/1832-Hering-Ave-10461/home/44602663,HGMLS,6002548,N,Y,40.8518999,-73.8501076
MLS Listing,,Multi-Family (2-4 Unit),114-11 211th St,Cambria Heights,NY,11411,749000,4,2,Cambria Heights,,3000,1970,5,,,Active,,,http://www.redfin.com/NY/Jamaica/211th-St-11411/home/20740354,MLSLI,3190313,N,Y,40.7024,-73.743698
MLS Listing,,Multi-Family (2-4 Unit),,St. Albans,NY,11412,749999,6,4.5,St. Albans,,3200,1945,5,,,Active,,,http://www.redfin.com/NY/Jamaica/Undisclosed-address-11412/home/20735069,MLSLI,3190157,N,Y,40.695654,-73.754915
MLS Listing,,Multi-Family (2-4 Unit),279 E 32nd St,Brooklyn,NY,11226,750000,5,2,Brooklyn,2160,2050,1910,6,347,,Active,,,http://www.redfin.com/NY/Brooklyn/279-E-32nd-St-11226/home/40780647,MLSLI,3190020,N,Y,40.643894,-73.946615
MLS Listing,,Multi-Family (2-4 Unit),235-38 148th Rd,Rosedale,NY,11422,724950,4,4,Rosedale,,3000,2001,6,,,Active,,,http://www.redfin.com/NY/Jamaica/235-38-148th-Rd-11422/home/20685431,MLSLI,3189977,N,Y,40.654423,-73.7463609
MLS Listing,,Single Family Residential,70 Livermore Ave,Staten Island,NY,10302,739000,4,2,Westerleigh,1700,7200,1997,6,435,,Active,,,http://www.redfin.com/NY/Staten-Island/70-Livermore-Ave-10302/home/56086606,SIBORMLS,1134660,N,Y,40.6222983,-74.1377363
MLS Listing,,Multi-Family (2-4 Unit),135-03 223rd St,Laurelton,NY,11413,718000,5,5,Laurelton,,2500,2004,7,,,Active,,,http://www.redfin.com/NY/Jamaica/135-03-223rd-St-11413/home/20588132,MLSLI,3189735,N,Y,40.676352,-73.747186
MLS Listing,,Multi-Family (2-4 Unit),137 Vermont St,Brooklyn,NY,11207,739000,4,2.5,Brooklyn,,2650,1901,7,,,Active,,,http://www.redfin.com/NY/Brooklyn/137-Vermont-St-11207/home/40755018,MLSLI,3189693,N,Y,40.6767374,-73.8949559
MLS Listing,,Single Family Residential,208 Genesee Ave,Staten Island,NY,10308,749000,4,3,Great Kills,1650,3800,1975,7,454,,Active,,,http://www.redfin.com/NY/Staten-Island/208-Genesee-Ave-10308/home/56030727,SIBORMLS,1134619,N,Y,40.5531766,-74.1631496
MLS Listing,,Condo/Co-op,2665 Homecrest Ave Unit 3A & 3B,Brooklyn,NY,11235,719000,4,2,Brooklyn,1800,,,7,399,,Active,,,http://www.redfin.com/NY/Brooklyn/2665-Homecrest-Ave-11235/unit-3A3B/home/40664295,BNYMLS,435693,N,Y,40.586098,-73.956328
MLS Listing,,Multi-Family (2-4 Unit),168-71 93rd Ave,Jamaica,NY,11433,729000,6,3,Jamaica,,3449,1920,8,,,Active,,,http://www.redfin.com/NY/Jamaica/168-71-93rd-Ave-11433/home/20756037,MLSLI,3189427,N,Y,40.705608,-73.78918
