SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,233 E 69th St Unit 5D,New York,NY,10021,1250000,2,2,Upper East Side,,,1955,1,,,Active,,,http://www.redfin.com/NY/New-York/233-E-69th-St-10021/home/45182357,REBNY,CHRS2865582,N,Y,40.7672521,-73.9601827
MLS Listing,,Condo/Co-op,39 Remsen St Unit 2C,Brooklyn,NY,11201,1150000,2,1,Brooklyn Heights,,,,1,,,Active,,,http://www.redfin.com/NY/Unknown/39-Remsen-St-11201/home/114922633,REBNY,DEGI4049475,N,Y,40.694987,-73.996842
MLS Listing,,Condo/Co-op,404 Grand St Unit GARDEN 1,Brooklyn,NY,11211,1250000,2,1.5,Brooklyn,1501,,2017,2,833,,Active,,,http://www.redfin.com/NY/Brooklyn/404-Grand-St-11211/unit-GARDEN1/home/170245180,HGMLS,6003761,N,Y,40.7116387,-73.9541537
MLS Listing,,Condo/Co-op,304 W 89th St Unit 8B,New York,NY,10024,1150000,2,1,Upper West Side,,,1923,3,,,Active,,,http://www.redfin.com/NY/New-York/304-W-89th-St-10024/home/45200412,REBNY,UCOM1865399,N,Y,40.7908475,-73.9770571
MLS Listing,,Condo/Co-op,404 Grand St #1,Brooklyn,NY,11211,1250000,2,1.5,Williamsburg,1490,,2017,3,839,,Active,,,http://www.redfin.com/NY/Unknown/404-Grand-St-11211/home/145245714,REBNY,UCOM1734898,N,Y,40.7116304,-73.9541558
MLS Listing,,Condo/Co-op,500 E 83rd St Unit 6E,New York,NY,10028,1150000,2,2,Upper East Side,1257,,1966,3,915,,Active,,,http://www.redfin.com/NY/New-York/500-E-83rd-St-10028/home/170268272,REBNY,HALS19989990,N,Y,40.7735711,-73.9481587
MLS Listing,,Condo/Co-op,333 Pearl St Unit 17C,New York,NY,10038,1250000,2,1,Financial District,,,1971,4,,,Active,,,http://www.redfin.com/NY/New-York/333-Pearl-St-10038/home/170245173,REBNY,BHSR20010376,N,Y,40.7095003,-74.0026069
MLS Listing,,Condo/Co-op,520 E 90th St Unit 3A,New York,NY,10128,1250000,2,2,Upper East Side,1400,,1940,4,893,,Active,,,http://www.redfin.com/NY/New-York/520-E-90th-St-10128/home/53512970,REBNY,RUTE1863067,N,Y,40.7779695,-73.9442984
MLS Listing,,Condo/Co-op,61 E 77th St Unit 3EF,New York,NY,10075,1150000,2,2,Upper East Side,925,,1904,4,1243,,Active,,,http://www.redfin.com/NY/New-York/61-E-77th-St-10075/home/114458197,REBNY,SOTH2867033,N,Y,40.7749467,-73.9622031
MLS Listing,,Condo/Co-op,278 Nassau Ave Unit 3B,Brooklyn,NY,11222,1229000,2,1,Green Point,1124,,,4,1093,,Active,,,http://www.redfin.com/NY/Brooklyn/278-Nassau-Ave-11222/home/170236662,REBNY,INHO107381,N,Y,40.7259129,-73.9396284
MLS Listing,,Condo/Co-op,870 United Nations Plz Unit 8C,New York,NY,10017,1200000,2,2,Middle East Side,1250,,1966,5,960,,Active,,,http://www.redfin.com/NY/New-York/870-United-Nations-Plz-10017/home/148188495,REBNY,UCOM1792613,N,Y,40.7523732,-73.965546
MLS Listing,,Condo/Co-op,264 Water St Unit 3D,New York,NY,10038,1100000,2,2,Financial District,,,1900,6,,,Active,,,http://www.redfin.com/NY/NEW-YORK/264-WATER-ST-10038/home/105885109,REBNY,CORC5957432,N,Y,40.70871556,-74.00162272
MLS Listing,,Condo/Co-op,575 Fourth Ave Unit 4J,Brooklyn,NY,11215,1195000,2,2,Park Slope,1062,,,6,1125,,Active,,,http://www.redfin.com/NY/Brooklyn/575-4th-Ave-11215/home/170227126,REBNY,DEGI3778678,N,Y,40.6655513,-73.9922171
MLS Listing,,Condo/Co-op,575 Fourth Ave Unit 5D,Brooklyn,NY,11215,1250000,2,2,Park Slope,1015,,,6,1232,,Active,,,http://www.redfin.com/NY/Brooklyn/575-4th-Ave-11215/home/170226580,REBNY,DEGI3778985,N,Y,40.6655513,-73.9922171
MLS Listing,,Condo/Co-op,442 Pulaski St #1,Brooklyn,NY,11221,1099000,2,2.5,Bedford Stuyvesant,1728,,,6,636,,Active,,,http://www.redfin.com/NY/Brooklyn/442-Pulaski-St-11221/home/170225094,REBNY,DEGI4067408,N,Y,40.6940339,-73.9332551
MLS Listing,,Condo/Co-op,55 Oceana Dr E Unit 8A,Brooklyn,NY,11235,1199000,2,2,Brooklyn,1200,,2008,7,999,,Active,,,http://www.redfin.com/NY/Brooklyn/55-Oceana-Dr-E-11235/unit-8A/home/40669220,BNYMLS,435684,N,Y,40.5775538,-73.957029
MLS Listing,,Condo/Co-op,206 E 95th St Unit 12B,New York,NY,10128,1250000,2,2,Upper East Side,1001,,2007,8,1249,,Active,,,http://www.redfin.com/NY/New-York/206-E-95th-St-10128/home/45207153,REBNY,UCOM411281,N,Y,40.7841068,-73.9493801
MLS Listing,,Condo/Co-op,210 Jackson St Unit 3A,Brooklyn,NY,11211,1189000,2,2,Brooklyn,1060,,2018,10,1122,,Active,,,http://www.redfin.com/NY/Brooklyn/210-Jackson-St-11211/unit-3A/home/170208219,HGMLS,6000955,N,Y,40.716736,-73.9423578
MLS Listing,,Condo/Co-op,11-24 31st Ave Unit 12E,Long Island City,NY,11106,1098000,2,2,East River Tower,1264,17469,2007,10,869,,Active,,,http://www.redfin.com/NY/Long-Island-City/11-24-31st-Ave-11106/unit-12E/home/25506284,MLSLI,3189054,N,Y,40.7690761,-73.9344072
