SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,3751 Riverdale Ave Unit 5A,Bronx,NY,10463,1075000,3,2.5,Riverdale,2164,,2007,1,497,,Active,,,http://www.redfin.com/NY/The-Bronx/3751-Riverdale-Ave-10463/home/59303018,REBNY,DEGI4076789,N,Y,40.8877496,-73.9078664
MLS Listing,,Single Family Residential,2620 Avenue R,Brooklyn,NY,11229,1100000,3,1.5,Brooklyn,1688,2367,1935,1,652,,Active,,,http://www.redfin.com/NY/Brooklyn/2620-Avenue-R-11229/home/40846781,BNYMLS,435894,N,Y,40.606795,-73.946335
MLS Listing,,Multi-Family (2-4 Unit),Withheld Withheld Ave,Brooklyn,NY,11228,1188800,3,2.5,Brooklyn,,1870,1920,1,,,Active,,,http://www.redfin.com/NY/Brooklyn/Undisclosed-address-11229/home/146253626,BNYMLS,435881,N,Y,40.5988077,-73.9447994
MLS Listing,,Single Family Residential,1213 E 26 St,Brooklyn,NY,11210,1149000,3,1.5,Brooklyn,1634,2650,1925,1,703,,Active,January-19-2020 01:00 AM,January-19-2020 03:00 PM,http://www.redfin.com/NY/Brooklyn/1213-E-26th-St-11210/home/40871724,BNYMLS,435864,N,Y,40.6212002,-73.949449
MLS Listing,,Townhouse,8017 14 Ave,Brooklyn,NY,11228,1188800,3,3,Dyker Heights,1728,1260,1920,2,688,,Active,,,http://www.redfin.com/NY/Brooklyn/8017-14th-Ave-11228/home/40827153,SIBORMLS,1134794,N,Y,40.6156549,-74.008356
MLS Listing,,Condo/Co-op,150 Oceana Dr Unit 1I,Brooklyn,NY,11235,1116500,3,3,Brooklyn,1556,,2001,5,718,785,Active,,,http://www.redfin.com/NY/Brooklyn/150-Oceana-Dr-W-11235/unit-1I/home/40913271,HGMLS,6002501,N,Y,40.5770098,-73.958346
MLS Listing,,Multi-Family (2-4 Unit),2559 E 6 St,Brooklyn,NY,11235,1070000,3,2.5,Brooklyn,1852,1710,1955,5,578,,Active,,,http://www.redfin.com/NY/Brooklyn/2559-E-6th-St-11235/home/40858278,BNYMLS,435802,N,Y,40.587576,-73.9637013
MLS Listing,,Single Family Residential,173-42 82nd Ave,Jamaica,NY,11432,1200000,3,3.5,Jamaica,1660,3600,1940,5,723,,Active,,,http://www.redfin.com/NY/Jamaica/173-42-82nd-Ave-11432/home/20814934,MLSLI,3190365,N,Y,40.7203019,-73.791393
MLS Listing,,Multi-Family (2-4 Unit),149-43 20 Ave,Whitestone,NY,11357,1148888,3,3,Whitestone,2550,2550,2006,5,451,,Active,,,http://www.redfin.com/NY/Flushing/149-43-20th-Ave-11357/home/20641607,MLSLI,3190350,N,Y,40.7815889,-73.815212
MLS Listing,,Single Family Residential,76-22 173 St,Fresh Meadows,NY,11366,1159900,3,1.5,Fresh Meadows,1694,4275,1955,6,685,,Active,,,http://www.redfin.com/NY/Flushing/76-22-173rd-St-11366/home/20817088,MLSLI,3190094,N,Y,40.725927,-73.796573
