SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,54 Selvin Loop,Staten Island,NY,10303,329000,2,1,Graniteville,1152,672,1985,1,286,300,Active,,,http://www.redfin.com/NY/Staten-Island/54-Selvin-Loop-10303/home/56101806,SIBORMLS,1134813,N,Y,40.6218888,-74.1632685
MLS Listing,,Condo/Co-op,29-08 139th St #2,Flushing,NY,11354,338000,2,1,Mg,900,,1950,1,376,,Active,,,http://www.redfin.com/NY/Flushing/29-08-139th-St-11354/unit-2/home/170271312,MLSLI,3191262,N,Y,40.7714207,-73.8299546
MLS Listing,,Condo/Co-op,Unit at 3311 Giles Pl,Bronx,NY,10463,325000,2,2,Kingsbridge,,,,1,,,Active,,,http://www.redfin.com/NY/The-Bronx/3311-Giles-Pl-10463/home/44767392,REBNY,TRIP1858705,N,Y,40.878981,-73.898816
MLS Listing,,Condo/Co-op,Unit at 86 -05 60th Rd,Queens,NY,11373,345000,2,1,Rego Park,,,,2,,,Active,,,http://www.redfin.com/NY/Queens/86-23-60th-Rd-11373/home/170270239,REBNY,DEGI4067075,N,Y,40.7307193,-73.8724354
MLS Listing,,Condo/Co-op,56-05 31st Avenue Ave Unit I4P,Woodside,NY,11377,339000,1,1,Blvd. Gardens,,,1935,3,,,Active,,,http://www.redfin.com/NY/Woodside/56-05-31st-Ave-11377/unit-I4P/home/85403608,MLSLI,3191035,N,Y,40.7574899,-73.9049399
MLS Listing,,Townhouse,123-72 135th St,S. Ozone Park,NY,11420,349900,3,2,S. Ozone Park,,1960,1920,3,,,Active,,,http://www.redfin.com/NY/Jamaica/123-72-135th-St-11420/home/20723835,MLSLI,3191032,N,Y,40.6724002,-73.8037752
MLS Listing,,Condo/Co-op,4240 Bowne St Unit 2n,Flushing,NY,11355,339900,1,1,Bowne House,,,1950,3,,,Active,,,http://www.redfin.com/NY/Flushing/42-40-Bowne-St-11355/unit-2N/home/20653890,MLSLI,3191027,N,Y,40.756144,-73.8213672
MLS Listing,,Condo/Co-op,216-10 77 Ave Unit 6J,Bayside,NY,11364,349000,2,1,N/A,,,1951,3,,,Active,,,http://www.redfin.com/NY/Oakland-Gardens/21610-77th-Ave-11364/unit-6J/home/20625065,MLSLI,3190809,N,Y,40.736961,-73.755887
MLS Listing,,Condo/Co-op,37-51 86th St Unit 6K,Jackson Heights,NY,11372,329900,2,1,3751 Apartment Corp.,,,1955,4,,1043,Active,,,http://www.redfin.com/NY/Flushing/37-51-86th-St-11372/unit-6K/home/51584190,MLSLI,3190725,N,Y,40.7486894,-73.8800382
MLS Listing,,Condo/Co-op,800 Grand Concourse Unit LAN,Bronx,NY,10451,325000,1,1,Bronx,625,,1954,4,520,,Active,,,http://www.redfin.com/NY/Bronx/800-Grand-Concourse-10451/unit-La-N/home/145122884,HGMLS,6002520,N,Y,40.8251597,-73.9233277
MLS Listing,,Condo/Co-op,102-30 66 Rd Unit 25E,Forest Hills,NY,11375,325000,1,1,Toledo,,,1965,4,,,Active,,,http://www.redfin.com/NY/Forest-Hills/102-30-66th-Rd-11375/unit-25E/home/167427772,MLSLI,3190479,N,Y,40.7284716,-73.8505211
MLS Listing,,Condo/Co-op,17-66 166 St Unit 4-179,Whitestone,NY,11357,332000,2,1,Clearview Gardens,800,,,4,415,,Active,,,http://www.redfin.com/NY/Whitestone/17-66-166th-St-11357/unit-4-179/home/170234995,MLSLI,3190476,N,Y,40.7812612,-73.7984125
MLS Listing,,Condo/Co-op,1705 Purdy St Unit 10C,Bronx,NY,10462,350000,3,1,Bronx,1044,,1941,4,335,,Active,,,http://www.redfin.com/NY/The-Bronx/1705-Purdy-St-10462/unit-10C/home/44741999,HGMLS,6002810,N,Y,40.840912,-73.8545918
MLS Listing,,Condo/Co-op,97-37 63rd Rd #14,Rego Park,NY,11374,350000,1,1,Park City 3 & 4,750,,1960,5,467,,Active,,,http://www.redfin.com/NY/Rego-Park/97-37-63rd-Rd-11374/unit-14/home/170232545,MLSLI,3190390,N,Y,40.7318958,-73.8599645
MLS Listing,,Condo/Co-op,69-51 210th St Unit A,Bayside,NY,11364,328000,2,1,Oakland Gardens,,,1955,5,,,Active,,,http://www.redfin.com/NY/Oakland-Gardens/69-51A-210th-St-11364/unit-A/home/20652343,MLSLI,3190386,N,Y,40.7395559,-73.7635133
MLS Listing,,Condo/Co-op,27 Bradley Ct Unit A,Staten Island,NY,10314,349900,2,1,Manor Heights,900,900,1991,5,389,210,Active,,,http://www.redfin.com/NY/Staten-Island/27-Bradley-Ct-10314/unit-A/home/170230801,SIBORMLS,1134698,N,Y,40.6008573,-74.1319467
MLS Listing,,Condo/Co-op,320 E 42 St #1205,Manhattan,NY,10017,339900,0,1,Manhattan,350,,,5,971,,Active,,,http://www.redfin.com/NY/New-York/320-E-42nd-St-10017/unit-1205/home/45337621,BNYMLS,435756,N,Y,40.7494804,-73.9717381
MLS Listing,,Condo/Co-op,904 Union Ave Unit B,Bronx,NY,10459,349000,2,1.5,Bronx,1091,,1994,6,320,328,Active,,,http://www.redfin.com/NY/The-Bronx/904-Union-Ave-10459/unit-B/home/44726940,HGMLS,6002280,N,Y,40.821379,-73.902051
MLS Listing,,Condo/Co-op,90-36 153 Ave #2,Howard Beach,NY,11414,345000,3,1,Michigan,,,1960,6,,,Active,,,http://www.redfin.com/NY/Queens/9036-153rd-Ave-11414/unit-2/home/170225643,MLSLI,3189951,N,Y,40.6665038,-73.8491313
MLS Listing,,Condo/Co-op,Unit at 56 -05 31st Ave,Queens,NY,11377,339000,1,1,Woodside,,,,6,,,Active,,,http://www.redfin.com/NY/Woodside/56-07-31st-Ave-11377/home/170225098,REBNY,DEGI4067383,N,Y,40.7578857,-73.9048721
MLS Listing,,Single Family Residential,41 Stone Ln,Staten Island,NY,10314,348888,2,2,Latourette,920,667,1980,6,379,78,Active,,,http://www.redfin.com/NY/Staten-Island/41-Stone-Ln-10314/home/56086230,SIBORMLS,1134665,N,Y,40.5783219,-74.1580322
MLS Listing,,Condo/Co-op,Unit at 200 E 36th St,New York,NY,10016,350000,0,1,Murray Hill Kips Bay,,,,7,,,Active,,,http://www.redfin.com/NY/New-York/200-E-36th-St-10016/home/45330306,REBNY,UCOM881828,N,Y,40.7467267,-73.9768838
MLS Listing,,Condo/Co-op,219-223 78 St Unit 1C,Brooklyn,NY,11209,339000,1,1,Brooklyn,550,,,7,616,,Active,,,http://www.redfin.com/NY/Brooklyn/219-78th-St-11209/unit-1C/home/170218123,BNYMLS,435702,N,Y,40.6299993,-74.0305306
MLS Listing,,Condo/Co-op,54-09 108 St Unit 5D,Corona,NY,11368,329888,0,1,Crown Plaza Condominiums,,,1991,7,,238,Active,,,http://www.redfin.com/NY/Corona/54-09-108th-St-11368/unit-5D/home/20918327,MLSLI,3189574,N,Y,40.7419498,-73.8538512
MLS Listing,,Condo/Co-op,99-60 63rd Rd Unit 14L,Rego Park,NY,11374,340000,2,1,Anita Terrace Apartments,1000,,1960,8,340,,Active,,,http://www.redfin.com/NY/Rego-Park/99-60-63rd-Rd-11374/unit-14L/home/20638418,MLSLI,3189422,N,Y,40.7325144,-73.8546331
MLS Listing,,Condo/Co-op,69-10 Yellowstone Blvd #414,Forest Hills,NY,11375,349888,1,1,The Mayflower,850,,1942,8,412,,Active,,,http://www.redfin.com/NY/Flushing/69-10-Yellowstone-Blvd-11375/unit-414/home/170215158,MLSLI,3189365,N,Y,40.7241797,-73.8470982
MLS Listing,,Condo/Co-op,28-08 141st St Unit E,Flushing,NY,11354,348000,2,1,Mitchell Garden 2,,,1950,9,,,Active,,,http://www.redfin.com/NY/Flushing/28-08-141st-St-11354/unit-E/home/170223529,MLSLI,3189280,N,Y,40.7730035,-73.8281925
MLS Listing,,Condo/Co-op,Unit at 3400 Snyder Ave,Brooklyn,NY,11203,325000,2,1,Flatbush,,,,9,,,Active,,,http://www.redfin.com/NY/Brooklyn/3400-Snyder-Ave-11203/home/170213055,REBNY,DEGI4065535,N,Y,40.6488628,-73.944856
MLS Listing,,Single Family Residential,359 Clove Rd,Staten Island,NY,10310,329900,3,2,West Brighton,1704,3870,1899,10,194,,Active,,,http://www.redfin.com/NY/Staten-Island/359-Clove-Rd-10310/home/56083839,SIBORMLS,1134585,N,Y,40.6314643,-74.1244777
MLS Listing,,Condo/Co-op,138-20 68th Dr Unit A,Kew Garden Hills,NY,11367,329000,2,1,Joyce Equities,,,1950,10,,,Active,,,http://www.redfin.com/NY/Flushing/138-20-68th-Dr-11367/unit-A/home/23333971,MLSLI,3189078,N,Y,40.7309131,-73.8278289
MLS Listing,,Condo/Co-op,81-15 35 Ave Unit 2 B,Jackson Heights,NY,11372,329000,1,1,Woodstock,,,1949,10,,,Active,,,http://www.redfin.com/NY/Jackson-Heights/81-15-35th-Ave-11372/unit-2-B/home/167104347,MLSLI,3189064,N,Y,40.7519872,-73.8850682
MLS Listing,,Condo/Co-op,2630 Cropsey Ave Unit 3G,Brooklyn,NY,11214,339000,2,1,Brooklyn,1000,,,10,339,,Active,,,http://www.redfin.com/NY/Brooklyn/2630-Cropsey-Ave-11214/unit-3G/home/170203862,BNYMLS,435635,N,Y,40.5893269,-73.9912099
MLS Listing,,Condo/Co-op,37-20 83 St Unit 4K,Jackson Heights,NY,11372,329000,1,1,Windsor,,,1928,10,,561,Active,,,http://www.redfin.com/NY/Jackson-Heights/37-20-83rd-St-11372/unit-4K/home/20647024,MLSLI,3188917,N,Y,40.7491516,-73.883382
MLS Listing,,Condo/Co-op,37-21 80th St #3,Jackson Heights,NY,11372,339000,1,1,Evergreen,800,,1929,10,424,,Active,,,http://www.redfin.com/NY/Flushing/37-21-80th-St-11372/unit-3/home/170203793,MLSLI,3188915,N,Y,40.748924,-73.8857529
MLS Listing,,Condo/Co-op,141-03 79th Ave Unit 3J,Kew Garden Hills,NY,11367,335000,2,1,Regency Gardens,,,1941,11,,,Active,,,http://www.redfin.com/NY/Flushing/141-03-79th-Ave-11367/unit-3J/home/20643233,MLSLI,3188748,N,Y,40.7182022,-73.8196787
MLS Listing,,Condo/Co-op,260 Beach 81 St Unit 6P,Rockaway Beach,NY,11693,339000,2,1,Rockaway Beach,900,,2005,13,377,,Active,,,http://www.redfin.com/NY/Far-Rockaway/260-Beach-81st-St-11693/unit-6P/home/20646227,BNYMLS,435563,N,Y,40.5894261,-73.8070759
MLS Listing,,Condo/Co-op,32-22 89 St Unit E501,E. Elmhurst,NY,11369,345000,2,1,E.Elmhurst/Jacksonheights,850,,1950,14,406,,Active,,,http://www.redfin.com/NY/Unknown/32-22-89th-St-11369/unit-E501/home/147593736,MLSLI,3188205,N,Y,40.7575317,-73.8793768
MLS Listing,,Condo/Co-op,Unit at 175 E 93rd St,New York,NY,10128,340000,0,1,Upper East Side,,,,14,,,Active,,,http://www.redfin.com/NY/New-York/175-E-93rd-St-10128/home/170175587,REBNY,UCOM1863879,N,Y,40.7838371,-73.9516187
MLS Listing,,Condo/Co-op,83-60 118th St Unit 8A,Kew Gardens,NY,11415,328000,2,1,Forest Park Towers,775,,1960,14,423,,Active,,,http://www.redfin.com/NY/Jamaica/83-60-118th-St-11415/unit-8A/home/170175672,MLSLI,3188131,N,Y,40.705347,-73.834649
MLS Listing,,Single Family Residential,140 Timber Ridge Dr,Staten Island,NY,10306,329000,2,1,Great Kills,758,1000,1980,14,434,19,Active,,,http://www.redfin.com/NY/Staten-Island/140-Timber-Ridge-Dr-10308/home/56089996,SIBORMLS,1134490,N,Y,40.5559514,-74.1423479
MLS Listing,,Condo/Co-op,114-20 Queens Blvd Unit C-6,Forest Hills,NY,11375,328000,1,1,Romney Hall,700,,1941,14,469,,Active,,,http://www.redfin.com/NY/Forest-Hills/11420-Queens-Blvd-11375/unit-C-6/home/170175179,MLSLI,3188059,N,Y,40.7165882,-73.8348535
MLS Listing,,Condo/Co-op,99-06 58 Ave Unit 5D,Corona,NY,11368,349000,3,2,Sherwood Village D,1290,,1962,15,271,,Active,,,http://www.redfin.com/NY/Flushing/99-06-58th-Ave-11368/unit-5D/home/40446364,MLSLI,3188037,N,Y,40.737551,-73.8589496
MLS Listing,,Condo/Co-op,6550 224th St,Oakland Gardens,NY,11364,335000,2,1,Estates At Bayside,850,,1950,15,394,,Active,,,http://www.redfin.com/NY/Oakland-Gardens/65-50-224th-St-11364/unit-B/home/20652963,MLSLI,3188010,N,Y,40.746526,-73.7519613
MLS Listing,,Condo/Co-op,66-15 Wetherole St Unit E19,Rego Park,NY,11374,349000,2,1,Wetherole Tenants,,,1950,15,,,Active,,,http://www.redfin.com/NY/Flushing/66-15-Wetherole-St-11374/unit-E19/home/148568538,MLSLI,3188006,N,Y,40.725682,-73.8566419
MLS Listing,,Condo/Co-op,141-16 28th Ave Unit 6C,Flushing,NY,11354,339000,2,1,Flushing North,850,,1955,17,399,,Active,,,http://www.redfin.com/NY/Flushing/141-16-28th-Ave-11354/unit-6C/home/166594720,MLSLI,3187772,N,Y,40.7729042,-73.8270687
MLS Listing,,Condo/Co-op,Unit at 25 Tudor City Pl,New York,NY,10017,340000,0,1,Middle East Side,,,,18,,,Active,,,http://www.redfin.com/NY/New-York/25-Tudor-City-Pl-10017/home/146523626,REBNY,UCOM32511,N,Y,40.7486765,-73.9705371
