PROPERTY_TYPE,CITY,STATE_OR_PROVINCE,ZIP_OR_POSTAL_CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE_FEET,YEAR_BUILT,URL_(SEE_http://www.redfin.com/buy-a-home/comparative-market-analysis_FOR_INFO_ON_PRICING),LATITUDE,LONGITUDE,AGE,CITY numeric,Total_Num_ofComplaints,PCT,Total_crimes,Level_A_SchoolCount,Level_B_SchoolCount,Level_C_SchoolCount,Level_D_SchoolCount,Level_F_SchoolCount,Total_Number_of_Schools,Num_Complaints_schools,Population,People/Sq_Mile,Total_Num_ofHospitals,Total_Num_of_Subways,min_dist_station,Num_of_Retail_stores,min_dist_retail_store,Num_of_Retail_stores_Zipcode
Single Family Residential,MASPETH,NY,11378,879000.0,3.0,2.0,Maspeth,1479.3079754601224,1925.0,http://www.redfin.com/NY/Flushing/64-10-55th-Ave-11378/home/20912399,40.726739,-73.90137299999998,96.0,530,15476,110,2010,58,49,37,2,1,147,865.0,34053.0,13268.8,35,23,1.2266954075181735,12,0.2832642774611975,7.0
Multi-Family (2-4 Unit),MASPETH,NY,11378,899000.0,3.0,2.0,Maspeth,1440.0,1945.0,http://www.redfin.com/NY/Flushing/73-39-52nd-Ave-11378/home/20909966,40.734041,-73.888959,76.0,530,19395,115,2316,48,36,25,0,0,109,566.0,34053.0,13268.8,31,21,0.6480801161189995,24,0.2676824371952281,7.0
Townhouse,MASPETH,NY,11378,899000.0,3.0,1.5,Maspeth,1406.5691489361704,1940.0,http://www.redfin.com/NY/Flushing/60-32-60th-Dr-11378/home/20906077,40.7150554,-73.90459179999998,81.0,530,15102,83,2270,56,57,47,8,2,170,1071.0,34053.0,13268.8,37,17,0.7391311812957826,97,0.12458511493171308,7.0
Single Family Residential,MASPETH,NY,11378,899000.0,3.0,2.0,Ridgewood Plat,1440.0,1940.0,http://www.redfin.com/NY/Flushing/52-36-62nd-St-11378/home/20912937,40.733028000000004,-73.901034,81.0,530,15970,110,2010,56,47,37,2,0,142,779.0,34053.0,13268.8,34,22,0.8769529061461265,14,0.30710826249507417,7.0
Single Family Residential,MASPETH,NY,11378,975000.0,4.0,2.5,Maspeth,2150.9747899159665,1925.0,http://www.redfin.com/NY/Flushing/73-21-52nd-Ct-11378/home/20907667,40.732067,-73.889597,96.0,530,19000,115,2316,48,39,26,1,1,115,611.0,34053.0,13268.8,31,20,0.7327411098814987,19,0.3120878420173841,7.0
Single Family Residential,MASPETH,NY,11378,959000.0,4.0,2.0,Maspeth,1808.48,1925.0,http://www.redfin.com/NY/Flushing/61-17-56th-Dr-11378/home/20906811,40.723849,-73.90375,96.0,530,15905,110,2010,58,53,40,5,1,157,967.0,34053.0,13268.8,37,23,1.1358465600164784,16,0.3139685307123708,7.0
Single Family Residential,MASPETH,NY,11378,968000.0,3.0,2.5,Maspeth,1682.4652173913046,1916.0,http://www.redfin.com/NY/Flushing/52-21-70th-St-11378/home/20910922,40.732960999999996,-73.89373990000001,105.0,530,18291,110,2010,49,44,30,2,0,125,677.0,34053.0,13268.8,32,20,0.8985370544101474,20,0.20253087477298173,7.0
Multi-Family (2-4 Unit),MASPETH,NY,11378,999000.0,5.0,2.0,Maspeth,2057.7727272727275,1935.0,http://www.redfin.com/NY/Flushing/57-14-65th-St-11378/home/20905917,40.722605,-73.900786,86.0,530,15670,83,2270,59,52,37,4,1,153,899.0,34053.0,13268.8,36,22,0.9713320842785267,19,0.39685117630378425,7.0
Multi-Family (2-4 Unit),MASPETH,NY,11378,975000.0,7.0,2.5,Maspeth,1800.0,1930.0,http://www.redfin.com/NY/Flushing/66-35-Clinton-Ave-11378/home/20911042,40.7266044,-73.8976385,91.0,530,16263,110,2010,57,49,33,2,1,142,778.0,34053.0,13268.8,35,22,1.1323158985417001,13,0.16318619097294115,7.0
Multi-Family (2-4 Unit),MASPETH,NY,11378,999000.0,8.0,3.0,Maspeth,3135.0,1915.0,http://www.redfin.com/NY/Flushing/60-17-54th-Pl-11378/home/20909639,40.7151847,-73.9121435,106.0,530,19139,83,2270,60,57,51,9,2,179,1181.0,34053.0,13268.8,37,22,0.8184158028391547,120,0.21800528067475944,7.0
Multi-Family (2-4 Unit),MASPETH,NY,11378,995000.0,5.0,3.0,Maspeth,2300.0,1925.0,http://www.redfin.com/NY/Flushing/62-78-60th-Rd-11378/home/20588622,40.71699,-73.899241,96.0,530,14274,83,2270,54,56,42,6,2,160,976.0,34053.0,13268.8,35,17,0.6360194446005661,53,0.1338871657039002,7.0
Condo/Co-op,FLUSHING,NY,11354,1498000.0,3.0,3.0,Skyview Parc,1653.0,2013.0,http://www.redfin.com/NY/Flushing/4028-College-Point-Blvd-11354/unit-1001/home/40222810,40.758289899999994,-73.8343,8.0,608,12556,109,2724,39,30,12,1,0,82,375.0,54329.0,24948.16,7,5,0.24118551706549982,10,0.09540092984888995,10.0
Single Family Residential,FLUSHING,NY,11354,1388000.0,4.0,1.5,Flushing,1715.4848484848487,1930.0,http://www.redfin.com/NY/Flushing/147-20-32nd-Ave-11354/home/20862856,40.7699374,-73.81868359999999,91.0,608,8469,109,2724,31,19,7,0,0,57,264.0,54329.0,24948.16,7,2,0.9291121132159194,6,0.2674434342905613,10.0
Single Family Residential,FLUSHING,NY,11354,1450000.0,3.0,2.0,Flushing,1479.3079754601224,1919.0,http://www.redfin.com/NY/Unknown/40-17-150th-St-11354/home/108237033,40.7632369,-73.813898,102.0,608,8910,109,2724,39,21,9,1,0,70,336.0,54329.0,24948.16,6,2,0.8811267734641424,8,0.2740182880346184,10.0
Multi-Family (2-4 Unit),FLUSHING,NY,11354,1458000.0,4.0,2.0,Flushing,1808.48,1950.0,http://www.redfin.com/NY/Flushing/149-45-25th-Dr-11354/home/20862808,40.7753749,-73.815792,71.0,608,8083,109,2724,25,16,7,0,0,48,219.0,54329.0,24948.16,5,1,1.3206726803479385,3,0.6399105398487202,10.0
Condo/Co-op,FLUSHING,NY,11354,1449000.0,3.0,3.0,Sky View Parc,1788.9197396963125,2010.0,http://www.redfin.com/NY/Flushing/40-26-College-Point-Blvd-11354/unit-2B/home/40222618,40.7576921,-73.834681,11.0,608,12725,109,2724,39,30,12,1,0,82,375.0,54329.0,24948.16,7,5,0.2769040778240375,10,0.06498421026866397,10.0
Multi-Family (2-4 Unit),FLUSHING,NY,11354,1380000.0,6.0,4.0,Flushing,2874.9852941176473,1965.0,http://www.redfin.com/NY/Flushing/144-38-26th-Ave-11354/home/20864506,40.774267,-73.823145,56.0,608,8172,109,2724,29,17,7,0,0,53,246.0,54329.0,24948.16,6,2,1.0758697507474386,5,0.6335828650870147,10.0
Single Family Residential,FLUSHING,NY,11354,1425000.0,5.0,3.5,Flushing,2210.0,1930.0,http://www.redfin.com/NY/Flushing/32-24-149th-St-11354/home/20862811,40.7695311,-73.81755820000002,91.0,608,8496,109,2724,31,19,7,0,0,57,264.0,54329.0,24948.16,6,2,0.9472942871542398,6,0.2309871353948675,10.0
Multi-Family (2-4 Unit),FLUSHING,NY,11354,1450000.0,7.0,5.0,Flushing,3279.888888888889,1925.0,http://www.redfin.com/NY/Flushing/45-47-167th-St-11358/home/20839940,40.754605,-73.799752,96.0,608,9929,109,2724,39,22,9,1,0,71,318.0,54329.0,24948.16,7,1,1.622317396789391,2,0.41755736389946757,10.0
Condo/Co-op,FLUSHING,NY,11354,1548000.0,3.0,3.0,Sky View Parc,1653.0,2012.0,http://www.redfin.com/NY/Flushing/4028-College-Point-Blvd-11354/unit-1501/home/40222690,40.758289899999994,-73.8343,9.0,608,12556,109,2724,39,30,12,1,0,82,375.0,54329.0,24948.16,7,5,0.24118551706549982,10,0.09540092984888995,10.0
Multi-Family (2-4 Unit),FLUSHING,NY,11354,1750000.0,4.0,4.0,Flushing,2671.837606837607,2008.0,http://www.redfin.com/NY/Flushing/46-39-Parsons-Blvd-11355/home/20845605,40.753202,-73.81254,13.0,608,9807,109,2724,43,27,11,1,0,82,375.0,54329.0,24948.16,7,2,1.0168553953825223,8,0.5975092680905786,10.0
Multi-Family (2-4 Unit),FLUSHING,NY,11354,1550000.0,5.0,3.5,Flushing,2722.178571428572,1935.0,http://www.redfin.com/NY/Flushing/150-28-25th-Dr-11354/home/20864338,40.774752,-73.813967,86.0,608,8176,109,2724,27,14,7,0,0,48,219.0,54329.0,24948.16,6,1,1.343012036290727,3,0.6180088358413846,10.0
Condo/Co-op,FLUSHING,NY,11354,1550000.0,3.0,2.0,F & T Group,1479.3079754601224,2017.0,http://www.redfin.com/NY/Flushing/13835-39th-Ave-11354/unit-5G/home/168016095,40.761202600000004,-73.82771059999997,4.0,608,10511,109,2724,39,25,13,1,0,78,384.0,54329.0,24948.16,7,4,0.16435347632455163,10,0.23123588646386367,10.0
Condo/Co-op,FLUSHING,NY,11354,1650000.0,3.0,2.0,Flushing Commons,1283.0,2017.0,http://www.redfin.com/NY/Flushing/13835-39th-Ave-11354/unit-10G/home/143235021,40.761202600000004,-73.82771059999997,4.0,608,10511,109,2724,39,25,13,1,0,78,384.0,54329.0,24948.16,7,4,0.16435347632455163,10,0.23123588646386367,10.0
Multi-Family (2-4 Unit),FLUSHING,NY,11354,1529000.0,6.0,3.0,Flushing,1292.0,1920.0,http://www.redfin.com/NY/Flushing/31-15-Linden-Pl-11354/home/20866317,40.768941999999996,-73.83205799999998,101.0,608,9709,109,2724,34,23,9,0,0,66,315.0,54329.0,24948.16,7,3,0.6543415966018923,8,0.08954921138951893,10.0
Multi-Family (2-4 Unit),FLUSHING,NY,11354,1559000.0,6.0,3.0,Flushing,1380.0,1920.0,http://www.redfin.com/NY/Flushing/31-13-Linden-Pl-11354/home/20867029,40.768988,-73.832076,101.0,608,9699,109,2724,34,23,9,0,0,66,315.0,54329.0,24948.16,7,3,0.6576317623447097,8,0.08793861909603762,10.0
Multi-Family (2-4 Unit),FLUSHING,NY,11354,1698888.0,9.0,3.0,Flushing,3432.0,1920.0,http://www.redfin.com/NY/Flushing/150-52-Bayside-Ave-11354/home/20856718,40.771319,-73.813839,101.0,608,8469,109,2724,28,17,7,0,0,52,231.0,54329.0,24948.16,6,1,1.1723362544846878,3,0.4002791744525416,10.0
Multi-Family (2-4 Unit),FLUSHING,NY,11354,1900000.0,6.0,3.0,Flushing,4767.0,1930.0,http://www.redfin.com/NY/Flushing/39-15-Murray-St-11354/home/20852847,40.764532,-73.812522,91.0,608,8916,109,2724,35,17,9,1,0,62,306.0,54329.0,24948.16,6,2,0.9778729158825947,5,0.27961058168654473,10.0
Multi-Family (2-4 Unit),FLUSHING,NY,11354,1950000.0,9.0,4.5,Flushing,3267.666666666666,1969.0,http://www.redfin.com/NY/Flushing/148-18-35th-Ave-11354/home/39994938,40.766306,-73.81758,52.0,608,8586,109,2724,35,20,9,1,0,65,321.0,54329.0,24948.16,7,2,0.7997427230640646,8,0.012410462031032403,10.0
Condo/Co-op,FLUSHING,NY,11354,199000.0,1.0,1.0,Mitchell Gardens #3,943.4822134387352,1955.0,http://www.redfin.com/NY/Flushing/141-10-25th-Rd-11354/unit-5A/home/167021918,40.7756964,-73.8274744,66.0,608,7933,109,2724,28,18,7,0,0,53,243.0,54329.0,24948.16,6,2,1.120516525979477,8,0.5524577555403405,10.0
Condo/Co-op,FLUSHING,NY,11354,1150000.0,2.0,2.0,Grand Three,1000.0,2017.0,http://www.redfin.com/NY/Flushing/131-01-40-Rd-11354/unit-18F/home/144425415,40.7563783,-73.83676779999998,4.0,608,13849,109,2724,42,30,12,1,0,85,390.0,54329.0,24948.16,7,5,0.41714311656677344,10,0.15266854793814374,10.0
Condo/Co-op,FLUSHING,NY,11354,1193000.0,2.0,2.0,Fulton F&T Group,1189.2444649446495,2017.0,http://www.redfin.com/NY/Flushing/13835-39th-Ave-11354/unit-7M/home/142633640,40.761202600000004,-73.82771059999997,4.0,608,10511,109,2724,39,25,13,1,0,78,384.0,54329.0,24948.16,7,4,0.16435347632455163,10,0.23123588646386367,10.0
Condo/Co-op,FLUSHING,NY,11354,1030000.0,2.0,2.0,Grand At Skyview Parc,1025.0,2017.0,http://www.redfin.com/NY/Flushing/13105-40-Rd-11354/unit-3M/home/144212720,40.7571799,-73.83395,4.0,608,12657,109,2724,39,30,12,1,0,82,375.0,54329.0,24948.16,7,5,0.26475199427849194,10,0.016914289234069083,10.0
Condo/Co-op,FLUSHING,NY,11354,1190000.0,2.0,2.0,Sky View,1100.0,2010.0,http://www.redfin.com/NY/Flushing/4022-College-Point-Blvd-11354/unit-T3-6L/home/169583402,40.757270299999995,-73.8346007,11.0,608,12743,109,2724,39,30,12,1,0,82,375.0,54329.0,24948.16,7,5,0.2884180708432524,10,0.04146599395279838,10.0
Condo/Co-op,FLUSHING,NY,11354,1058888.0,2.0,2.0,Onex,1189.2444649446495,2012.0,http://www.redfin.com/NY/Flushing/4028-College-Point-Blvd-11354/unit-1711/home/40222722,40.758289899999994,-73.8343,9.0,608,12556,109,2724,39,30,12,1,0,82,375.0,54329.0,24948.16,7,5,0.24118551706549982,10,0.09540092984888995,10.0
Condo/Co-op,FLUSHING,NY,11354,1099000.0,2.0,2.0,Sky View Parc,1189.2444649446495,2016.0,http://www.redfin.com/NY/Flushing/13103-40-Rd-11354/unit-11W/home/137412314,40.7565824,-73.8374314,5.0,608,14130,109,2724,42,30,12,1,0,85,390.0,54329.0,24948.16,7,5,0.44004692811013113,10,0.18407621394016366,10.0
Condo/Co-op,FLUSHING,NY,11354,1198000.0,2.0,2.0,Grand One,1143.0,2016.0,http://www.redfin.com/NY/Flushing/13105-40-Rd-11354/unit-17G/home/113706709,40.7571799,-73.83395,5.0,608,12657,109,2724,39,30,12,1,0,82,375.0,54329.0,24948.16,7,5,0.26475199427849194,10,0.016914289234069083,10.0
Condo/Co-op,FLUSHING,NY,11354,1150000.0,2.0,2.0,Sky View Parc,1100.0,2011.0,http://www.redfin.com/NY/Flushing/40-26-College-Point-Blvd-11354/unit-8L/home/40222637,40.7576921,-73.834681,10.0,608,12725,109,2724,39,30,12,1,0,82,375.0,54329.0,24948.16,7,5,0.2769040778240375,10,0.06498421026866397,10.0
Condo/Co-op,FLUSHING,NY,11354,1050000.0,2.0,2.0,Onex,1189.2444649446495,2011.0,http://www.redfin.com/NY/Flushing/4022-College-Point-Blvd-11354/unit-15B/home/28686181,40.757270299999995,-73.8346007,10.0,608,12743,109,2724,39,30,12,1,0,82,375.0,54329.0,24948.16,7,5,0.2884180708432524,10,0.04146599395279838,10.0
Condo/Co-op,FLUSHING,NY,11354,1128000.0,2.0,2.0,The Grand,1056.0,2017.0,http://www.redfin.com/NY/Flushing/13103-40-Rd-11354/unit-15Z/home/131472945,40.7565824,-73.8374314,4.0,608,14130,109,2724,42,30,12,1,0,85,390.0,54329.0,24948.16,7,5,0.44004692811013113,10,0.18407621394016366,10.0
Condo/Co-op,FLUSHING,NY,11354,1090000.0,2.0,2.0,Skyview Parc,1083.0,2012.0,http://www.redfin.com/NY/Flushing/40-28-College-Point-Blvd-11354/unit-1212/home/40222687,40.757131099999995,-73.83430209999999,9.0,608,12713,109,2724,39,30,12,1,0,82,375.0,54329.0,24948.16,7,5,0.2813164762881181,10,0.02315450757106587,10.0
Condo/Co-op,FLUSHING,NY,11354,1200000.0,2.0,2.0,SKYVIEW PARC TOWER 3,1250.0,2010.0,http://www.redfin.com/NY/Flushing/4022-College-Point-Blvd-11354/home/28686154,40.757270299999995,-73.8346007,11.0,608,12743,109,2724,39,30,12,1,0,82,375.0,54329.0,24948.16,7,5,0.2884180708432524,10,0.04146599395279838,10.0
Condo/Co-op,FLUSHING,NY,11354,1198000.0,2.0,2.0,F & T Group,1189.2444649446495,2017.0,http://www.redfin.com/NY/Flushing/13835-39th-Ave-11354/unit-7th-FL/home/161098101,40.761202600000004,-73.82771059999997,4.0,608,10511,109,2724,39,25,13,1,0,78,384.0,54329.0,24948.16,7,4,0.16435347632455163,10,0.23123588646386367,10.0
Condo/Co-op,FLUSHING,NY,11354,1250000.0,2.0,2.0,The Grand,1189.2444649446495,2016.0,http://www.redfin.com/NY/Flushing/13105-40-Rd-11354/unit-2E/home/144212723,40.7571799,-73.83395,5.0,608,12657,109,2724,39,30,12,1,0,82,375.0,54329.0,24948.16,7,5,0.26475199427849194,10,0.016914289234069083,10.0
Condo/Co-op,QUEENS,NY,11354,1089776.0,2.0,2.0,Flushing,874.0,2019.0,http://www.redfin.com/NY/Flushing/134-28-35th-Ave-11354/home/160407475,40.764088,-73.8322249,2.0,465,10861,109,2724,36,26,11,1,0,74,333.0,54329.0,24948.16,7,4,0.330785786970277,10,0.10710388603422774,10.0
Single Family Residential,FLUSHING,NY,11354,1210000.0,3.0,2.0,Flushing,1479.3079754601224,1960.0,http://www.redfin.com/NY/Flushing/30-34-154th-St-11354/home/20859717,40.7706023,-73.81045350000002,61.0,608,8351,109,2724,30,16,7,0,0,53,234.0,54329.0,24948.16,6,1,1.2760910695397392,3,0.4742468629874955,10.0
Single Family Residential,FLUSHING,NY,11354,1249888.0,3.0,2.0,Flushing,2080.0,1945.0,http://www.redfin.com/NY/Flushing/157-24-26th-Ave-11354/home/20856088,40.773379999999996,-73.805984,76.0,608,7863,109,2724,29,17,7,0,0,53,234.0,54329.0,24948.16,6,1,1.5784286295111327,2,0.7765817816617826,10.0
Single Family Residential,FLUSHING,NY,11354,1048888.0,3.0,2.0,25,1479.3079754601224,1925.0,http://www.redfin.com/NY/Flushing/151-28-28th-Ave-11354/home/20859162,40.772446,-73.812061,96.0,608,8287,109,2724,27,16,7,0,0,50,225.0,54329.0,24948.16,6,1,1.2934582424754442,3,0.5144951048047014,10.0
Single Family Residential,FLUSHING,NY,11354,1249000.0,3.0,2.5,Flushing,1682.4652173913046,1920.0,http://www.redfin.com/NY/Flushing/25-30-124th-St-11354/home/20869837,40.775779,-73.8446979,101.0,608,9308,109,2724,30,21,10,0,0,61,309.0,54329.0,24948.16,10,3,1.3564306087549616,7,0.5510250705128992,10.0
Single Family Residential,FLUSHING,NY,11354,1150000.0,4.0,3.0,Flushing,1750.0,1940.0,http://www.redfin.com/NY/Flushing/33-44-171st-St-11358/home/20852503,40.766011,-73.795024,81.0,608,7436,111,1077,34,19,8,1,0,62,291.0,54329.0,24948.16,6,1,1.8853378630796966,3,0.5636252056478445,10.0
Multi-Family (2-4 Unit),FLUSHING,NY,11354,1090000.0,5.0,2.5,Flushing,3100.0,1960.0,http://www.redfin.com/NY/Flushing/25-65-125th-St-11354/home/20870026,40.774642,-73.843326,61.0,608,9761,109,2724,29,22,11,0,0,62,315.0,54329.0,24948.16,9,4,1.25108916518848,7,0.6253376809800757,10.0
Multi-Family (2-4 Unit),FLUSHING,NY,11354,1180000.0,5.0,3.0,Flushing,2338.847457627119,1925.0,http://www.redfin.com/NY/Flushing/25-51-124th-St-11354/home/20866448,40.775077,-73.844183,96.0,608,9684,109,2724,30,22,11,0,0,63,318.0,54329.0,24948.16,9,4,1.3011894381700522,7,0.6024937572885568,10.0
Single Family Residential,FLUSHING,NY,11354,1215000.0,7.0,3.5,Flushing,2489.0,1925.0,http://www.redfin.com/NY/Flushing/33-58-156th-St-11354/home/20853549,40.766736,-73.809048,96.0,608,8656,109,2724,32,18,9,1,0,60,285.0,54329.0,24948.16,6,1,1.204031401032796,4,0.43847138787600737,10.0
Single Family Residential,FLUSHING,NY,11354,2500000.0,5.0,4.0,Flushing,2770.0,1920.0,http://www.redfin.com/NY/Flushing/33-02-Parsons-Blvd-11354/home/20856634,40.767938,-73.824608,101.0,608,8919,109,2724,35,23,8,0,0,66,309.0,54329.0,24948.16,7,3,0.6423864180272414,9,0.25682918925617515,10.0
Multi-Family (2-4 Unit),FLUSHING,NY,11354,2286000.0,8.0,5.5,Flushing,4075.666666666666,1985.0,http://www.redfin.com/NY/Flushing/144-59-37th-Ave-11354/home/20858056,40.7644076,-73.8209652,36.0,608,8883,109,2724,38,21,10,1,0,70,339.0,54329.0,24948.16,7,3,0.5793060387152882,11,0.22328956100908104,10.0
Condo/Co-op,FLUSHING,NY,11354,249888.0,1.0,1.0,Mg,943.4822134387352,1952.0,http://www.redfin.com/NY/Flushing/25-12-Union-St-11354/unit-4/home/169974782,40.775474100000004,-73.8262458,69.0,608,7958,109,2724,28,16,7,0,0,51,237.0,54329.0,24948.16,6,2,1.1148767385181302,6,0.5812767920296561,10.0
Condo/Co-op,FLUSHING,NY,11354,250000.0,1.0,1.0,Linden Towers #5,943.4822134387352,1960.0,http://www.redfin.com/NY/Flushing/29-30-137th-St-11354/unit-5H/home/49702375,40.77079420000001,-73.83254690000003,61.0,608,9406,109,2724,32,22,8,0,0,62,297.0,54329.0,24948.16,7,3,0.7848250584075527,7,0.12339230958454804,10.0
Condo/Co-op,FLUSHING,NY,11354,242800.0,1.0,1.0,Linden Hills #2,943.4822134387352,1955.0,http://www.redfin.com/NY/Flushing/142-14-26th-Ave-11354/unit-2G/home/28562964,40.77424439999999,-73.8255267,66.0,608,8110,109,2724,29,17,7,0,0,53,252.0,54329.0,24948.16,6,2,1.0392356744800113,6,0.5503383637323037,10.0
Condo/Co-op,FLUSHING,NY,11354,239000.0,1.0,1.0,Mitchell Garden,943.4822134387352,1955.0,http://www.redfin.com/NY/Flushing/139-09-28th-Rd-11354/unit-5/home/169584367,40.7724874,-73.8290936,66.0,608,8634,109,2724,28,18,7,0,0,53,252.0,54329.0,24948.16,7,3,0.8920602825898333,4,0.32974492257606086,10.0
Condo/Co-op,FLUSHING,NY,11354,250000.0,1.0,1.0,Linden Hill #2,750.0,1955.0,http://www.redfin.com/NY/Flushing/27-04-Parsons-Blvd-11354/unit-4F/home/20638840,40.7736953,-73.8251152,66.0,608,8173,109,2724,30,17,7,0,0,54,255.0,54329.0,24948.16,7,2,1.0075945680320963,5,0.5450166466444407,10.0
Condo/Co-op,FLUSHING,NY,11354,248000.0,1.0,1.0,Linden Hill # 2 Coop,943.4822134387352,1960.0,http://www.redfin.com/NY/Flushing/142-14-26th-Ave-11354/unit-1G/home/40273445,40.77424439999999,-73.8255267,61.0,608,8110,109,2724,29,17,7,0,0,53,252.0,54329.0,24948.16,6,2,1.0392356744800113,6,0.5503383637323037,10.0
Condo/Co-op,FLUSHING,NY,11354,248000.0,1.0,1.0,Mitchell Garden,943.4822134387352,1951.0,http://www.redfin.com/NY/Flushing/26-16-Union-St-11354/unit-4F/home/20656288,40.7741633,-73.8267687,70.0,608,8131,109,2724,29,18,7,0,0,54,255.0,54329.0,24948.16,6,2,1.0209168847378383,6,0.49757596690559336,10.0
Condo/Co-op,FLUSHING,NY,11354,248000.0,1.0,1.0,Mg,943.4822134387352,1955.0,http://www.redfin.com/NY/Flushing/2802-141st-St-11354/unit-2F/home/169149531,40.7730831,-73.8282225,66.0,608,8441,109,2724,29,18,7,0,0,54,255.0,54329.0,24948.16,7,2,0.9366752948426683,6,0.3911160487613939,10.0
Condo/Co-op,FLUSHING,NY,11354,238000.0,1.0,1.0,Linden Hill # 2 Coop,943.4822134387352,1955.0,http://www.redfin.com/NY/Flushing/2625-Union-St-11354/unit-G/home/169208182,40.7731489,-73.8259128,66.0,608,8255,109,2724,30,18,7,0,0,55,258.0,54329.0,24948.16,7,2,0.9609130561714317,5,0.4893582037702619,10.0
Condo/Co-op,FLUSHING,NY,11354,229000.0,0.0,1.0,Lincoln Garden Owners,400.0,1955.0,http://www.redfin.com/NY/Flushing/144-44-38th-Ave-11354/unit-4F/home/168867614,40.7623976,-73.8208379,66.0,608,9261,109,2724,40,24,10,1,0,75,369.0,54329.0,24948.16,7,3,0.5186039719318114,11,0.2915901828731504,10.0
Condo/Co-op,FLUSHING,NY,11354,239010.0,1.0,1.0,Linden Hill 1,943.4822134387352,1955.0,http://www.redfin.com/NY/Flushing/25-15-Union-St-11354/unit-3F/home/20637715,40.7752785,-73.8257542,66.0,608,7990,109,2724,28,16,7,0,0,51,237.0,54329.0,24948.16,6,2,1.1064925061809092,6,0.5892458634767884,10.0
Condo/Co-op,FLUSHING,NY,11354,238000.0,1.0,1.0,,943.4822134387352,1960.0,http://www.redfin.com/NY/Flushing/138-20-31st-Rd-11354/unit-5L/home/20638265,40.770366499999994,-73.82999570000001,61.0,608,9117,109,2724,33,21,8,0,0,62,294.0,54329.0,24948.16,7,3,0.7441287351481564,8,0.20973606602339712,10.0
Condo/Co-op,FLUSHING,NY,11354,239900.0,1.0,1.0,north flushing,750.0,1960.0,http://www.redfin.com/NY/Flushing/29-50-137th-St-11354/unit-3H/home/45466096,40.7702656,-73.8318623,61.0,608,9413,109,2724,32,22,8,0,0,62,297.0,54329.0,24948.16,7,3,0.7433668222705525,7,0.1201432765363755,10.0
Condo/Co-op,FLUSHING,NY,11354,239000.0,0.0,1.0,3731 149 st,600.0,1955.0,http://www.redfin.com/NY/Unknown/3731-149th-St-11354/unit-2L/home/145449029,40.7646349,-73.8165972,66.0,608,8678,109,2724,37,20,9,1,0,67,327.0,54329.0,24948.16,7,2,0.7845934031087335,9,0.1151860415890445,10.0
Condo/Co-op,FLUSHING,NY,11354,245000.0,1.0,1.0,Linden Hill,943.4822134387352,1960.0,http://www.redfin.com/NY/Flushing/28-02-Parsons-Blvd-11354/unit-2D/home/147556752,40.772992200000004,-73.8249376,61.0,608,8244,109,2724,30,17,7,0,0,54,255.0,54329.0,24948.16,7,2,0.9632223325928575,5,0.5272684030449124,10.0
Condo/Co-op,FLUSHING,NY,11354,262000.0,0.0,1.0,Barbizon,540.0,1965.0,http://www.redfin.com/NY/Flushing/142-05-Roosevelt-Ave-11354/unit-521/home/146083012,40.760755700000004,-73.825836,56.0,608,10106,109,2724,41,25,13,1,0,80,390.0,54329.0,24948.16,7,3,0.23363859965413336,10,0.24674495797720475,10.0
Condo/Co-op,FLUSHING,NY,11354,255000.0,1.0,1.0,Linden Hill # 2,780.0,1955.0,http://www.redfin.com/NY/Flushing/2625-Union-St-11354/unit-5G/home/148722544,40.7731482,-73.8259014,66.0,608,8255,109,2724,30,18,7,0,0,55,258.0,54329.0,24948.16,7,2,0.9609999333008368,5,0.4898292604614086,10.0
Condo/Co-op,FLUSHING,NY,11354,258000.0,1.0,1.0,Linden Tower 5,750.0,1955.0,http://www.redfin.com/NY/Flushing/29-10-137th-St-11354/unit-2H/home/21691515,40.7712644,-73.8318272,66.0,608,9196,109,2724,32,21,8,0,0,61,294.0,54329.0,24948.16,7,3,0.8116555817501054,7,0.17109013575251505,10.0
Condo/Co-op,FLUSHING,NY,11354,255000.0,1.0,1.0,Linden Hill 2,943.4822134387352,1952.0,http://www.redfin.com/NY/Flushing/28-02-Parsons-Blvd-11354/unit-6G/home/20622411,40.772992200000004,-73.8249376,69.0,608,8244,109,2724,30,17,7,0,0,54,255.0,54329.0,24948.16,7,2,0.9632223325928575,5,0.5272684030449124,10.0
Condo/Co-op,FLUSHING,NY,11354,288000.0,2.0,1.0,Nb Owners Corp,1002.4694280078895,1950.0,http://www.redfin.com/NY/Flushing/139-50-35th-Ave-11354/unit-7F/home/21955283,40.765021000000004,-73.825585,71.0,608,9325,109,2724,37,24,10,1,0,72,360.0,54329.0,24948.16,7,3,0.44105041357701813,10,0.04904020284624269,10.0
